	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
UBE2C	4341.58584839	5.70458735656	0.323853916305	17.6146931359	1.90016776526e-69	3.66352345143e-65
UHRF1	2739.30396715	5.23835335708	0.300596504175	17.4265278682	5.1903355332e-68	5.00348345401e-64
MYBL2	5423.51213368	6.77492063051	0.401536731592	16.8724803921	7.17204628732e-64	4.60923508065e-60
ASF1B	2011.35520751	4.89690061078	0.292304723061	16.7527248944	5.4090905461e-63	2.60718164322e-59
SKA3	774.419311472	5.52301408197	0.330625574722	16.7047394522	1.21055604443e-62	4.66790410734e-59
CDK1	2992.53897941	4.71297192378	0.285211369946	16.5244882231	2.44506353833e-61	7.85680416982e-58
BIRC5	3562.93463295	5.52300884638	0.335927534972	16.44107217	9.7184272533e-61	2.67673253491e-57
TK1	5105.43654248	5.03107532901	0.311101443291	16.1718160989	7.97134612536e-59	1.92109441621e-55
TPX2	5978.54366605	5.46573417549	0.338651402633	16.1397062968	1.34178276243e-58	2.87439685106e-55
CDC6	2007.20447921	4.75154931259	0.295474913865	16.0810582883	3.46410343308e-58	6.67879141899e-55
CDC20	4413.55375533	5.64304100533	0.351140752365	16.0705955299	4.10127228135e-58	7.1884117804e-55
CDC45	1083.16528041	5.23984568692	0.337656995866	15.518250032	2.61074231468e-54	4.19459265225e-51
GINS1	1306.63766971	4.46191657749	0.290770748816	15.3451356289	3.81760673808e-53	5.66180445463e-50
PKMYT1	1812.74266983	5.22403354958	0.340891890623	15.3246049357	5.2371994896e-53	7.21237186854e-50
CDT1	1895.51594356	4.97438385972	0.325808037798	15.2678365253	1.25260346557e-52	1.61001298775e-49
PCLAF	1659.49906076	4.74193025228	0.312156378956	15.1908805072	4.06423457835e-52	4.89740266691e-49
NEK2	1081.51325569	5.13331240879	0.338412769372	15.1687905226	5.6915955208e-52	6.45493892006e-49
DTL	1003.34719427	4.89410802827	0.324606278096	15.0770590667	2.29255576965e-51	2.45558195771e-48
KIFC1	2431.05099576	4.77665236102	0.317340032705	15.0521581544	3.34152882424e-51	3.39077240691e-48
CCNB2	2166.09569859	4.63487857812	0.308101645269	15.0433425114	3.81776361394e-51	3.68032412383e-48
CENPF	4525.56204262	4.82710329293	0.321508117962	15.0139390679	5.95063621819e-51	5.46325077556e-48
TTK	1056.64578259	4.97239803588	0.332200091205	14.9680814892	1.18696170487e-50	1.0402100759e-47
KIF4A	1658.92510527	4.85685366481	0.325745693253	14.9099551135	2.83943374159e-50	2.38018619729e-47
KIF2C	2466.37248956	4.50191119534	0.303375936031	14.839381311	8.15041758951e-50	6.54750213024e-47
CEP55	1704.6308168	4.8604241563	0.327979908578	14.819274075	1.09966403778e-49	8.48060905934e-47
JPT1	12472.7844166	3.63519136193	0.24552034682	14.8060696762	1.33840769449e-49	9.92480782682e-47
SKA1	709.175755046	4.92130674614	0.337491475771	14.5820179159	3.65549642198e-48	2.6102952228e-45
MCM10	823.555482759	5.49376723429	0.377278159323	14.5615830085	4.93027490399e-48	3.39484643389e-45
AURKB	1808.635631	4.8517270441	0.33627681106	14.4277776062	3.46052992978e-47	2.30065576021e-44
CDCA8	1706.44424134	4.37721380065	0.303551081454	14.4200237393	3.87209330088e-47	2.4884652947e-44
RAD51	807.251603742	4.10724817452	0.284876994822	14.4176197067	4.00932839659e-47	2.49354359633e-44
CENPM	818.453620643	4.72795404524	0.328546951067	14.3904974004	5.93674063129e-47	3.57688623036e-44
RRM2	4933.77010546	5.18395501535	0.360652959025	14.3738041949	7.55639477156e-47	4.41476639987e-44
NCAPH	1200.79009878	4.68491145592	0.326139974505	14.3647262591	8.6146414207e-47	4.88500842915e-44
LMNB1	3725.23712966	4.08695238334	0.284689474038	14.3558254029	9.7952340955e-47	5.39577466747e-44
SGO1	534.125574882	5.25686052482	0.366275584392	14.3522002253	1.03210134511e-46	5.52747609272e-44
TOP2A	9303.45146694	4.79362931341	0.335697973977	14.2795896461	2.9332352432e-46	1.52845339159e-43
GINS2	1205.17593404	4.33750831321	0.304344284596	14.2519788698	4.35755994614e-46	2.21088830951e-43
NCAPG	1578.84782822	4.46232854024	0.31323857124	14.2457824481	4.76184414176e-46	2.35406038598e-43
MKI67	6760.42209006	4.56993589545	0.321579552007	14.2109032335	7.8407633185e-46	3.77924791952e-43
MELK	1555.83439776	5.2726926003	0.372499452978	14.1549002506	1.74184729886e-45	8.1909307127e-43
CKS2	2476.20635378	4.10356166512	0.290811390736	14.1107322335	3.26173531914e-45	1.49729183221e-42
CALR	63266.2591542	2.49174273786	0.176655215131	14.1051184706	3.53195634401e-45	1.58363065843e-42
PLCD4	192.320358425	-4.78937139406	0.340700484598	-14.0574246606	6.93648471646e-45	3.03944148485e-42
FOXM1	4335.06882333	4.81643738568	0.3448685342	13.9660099663	2.51317334605e-44	1.07675515804e-41
KIF18B	1300.35606149	4.63272210693	0.3324373725	13.9356236397	3.84824264045e-44	1.61291561104e-41
CDCA5	2205.54094342	4.5960607774	0.330823886506	13.8927718489	7.00702750107e-44	2.87437213236e-41
HJURP	1253.76892352	4.35047653194	0.313566654836	13.8741682665	9.08406953705e-44	3.64876793071e-41
DLGAP5	1344.04202622	4.95054646871	0.357348007397	13.8535723335	1.21039535006e-43	4.76253517328e-41
ZWINT	2641.96367568	3.93447537446	0.286869883825	13.715191438	8.23487514571e-43	3.17536785619e-40
