	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RRM2	2572.67816855	5.29963562006	0.10076805011	52.5924200606	0.0	0.0
HMMR	701.760793047	4.66870930189	0.0902891882948	51.7083982042	0.0	0.0
ADAM33	1726.86503332	-5.52022893478	0.120088895403	-45.9678550314	0.0	0.0
ANKRD53	97.2295509866	-4.05597418964	0.0968835374447	-41.8644312193	0.0	0.0
KIF14	574.446780103	4.75521487628	0.106923739618	44.4729570184	0.0	0.0
SPRY2	1343.09525261	-3.24443052534	0.0841466780586	-38.5568462142	0.0	0.0
NCAPG	1082.32073444	4.3238887591	0.0899990765236	48.0437014036	0.0	0.0
ECT2	2746.48306468	2.5546989529	0.0674264549669	37.8886737283	0.0	0.0
TMCO1	7870.6364614	1.58087902372	0.0410802410234	38.482710528	0.0	0.0
ABCA9	1179.29886218	-4.857571188	0.1134787686	-42.8059913581	0.0	0.0
CENPT	1726.39224494	-2.34020203236	0.0558113518975	-41.9305742075	0.0	0.0
BCL6	6005.466793	-2.95884755522	0.0631326842335	-46.8671274023	0.0	0.0
RMI2	789.634979761	3.80876080492	0.0849428769604	44.839084114	0.0	0.0
FADS3	2147.63072682	-3.35090528598	0.0698998858614	-47.9386374482	0.0	0.0
ISG20L2	3564.94152198	1.42390227059	0.0360513025513	39.496555459	0.0	0.0
PNPLA2	13672.8371532	-3.30832243136	0.0718043445412	-46.0741261898	0.0	0.0
NOVA2	372.55576716	-2.59306384801	0.0675921163835	-38.3634066626	0.0	0.0
ELMOD3	1518.59903618	-1.89358306175	0.0478054737863	-39.6101724714	0.0	0.0
CLK1	5415.92313174	-2.05561346566	0.050840570877	-40.4325409845	0.0	0.0
PKMYT1	1190.65981792	4.58430053816	0.0985547707005	46.5152575119	0.0	0.0
SBK1	1857.81700323	3.63977284105	0.0894505823282	40.6903202452	0.0	0.0
NPR1	1765.52379752	-4.30340341152	0.089181137602	-48.25463688	0.0	0.0
ADRB2	464.377295094	-4.24953824806	0.101687644359	-41.7901139794	0.0	0.0
TDRD10	119.282270345	-4.12854629051	0.103290357758	-39.9702971324	0.0	0.0
CNTNAP2	1749.5612496	7.05442606495	0.181859631977	38.7905000591	0.0	0.0
PIGM	1649.37260302	1.73854840518	0.0459890132067	37.8035596755	0.0	0.0
CLCN6	1127.76917654	-1.96823747906	0.0404685867619	-48.6361802215	0.0	0.0
CENPE	952.076732887	3.92827316004	0.0881019642197	44.587804538	0.0	0.0
KIF24	472.955709363	2.52083303342	0.0632769026432	39.8381230452	0.0	0.0
ROBO4	1922.57905505	-2.82273992995	0.0670031595524	-42.128460043	0.0	0.0
PRCD	75.2536321424	-4.25795913464	0.0861978379663	-49.3975166327	0.0	0.0
SLC12A4	2652.16547782	-1.89094590116	0.0500013159004	-37.8179227308	0.0	0.0
MMP13	1377.81849651	7.94333237174	0.179069805377	44.3588596918	0.0	0.0
