	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CLK3	2463.65808994	-1.23749676559	0.0326458727709	-37.9066834658	0.0	0.0
CLDN3	4837.01408053	7.77937281523	0.158031052879	49.2268618951	0.0	0.0
MUC3A	9430.84132634	6.20591340798	0.162561608446	38.1757628219	0.0	0.0
DMAP1	1538.65048729	-1.46381482647	0.0357494909945	-40.9464522642	0.0	0.0
CDX1	1471.21818317	9.19644091147	0.22855891466	40.2366318775	0.0	0.0
CENPT	1888.05707078	-2.20419935764	0.0441858050225	-49.8847844124	0.0	0.0
UBE2G2	3299.46596304	-1.45046170022	0.034163031636	-42.4570546218	0.0	0.0
CCL15	331.57780739	7.10589298425	0.183687384885	38.6847087441	0.0	0.0
ONECUT2	2677.71591569	7.45692785494	0.140100238718	53.2256613064	0.0	0.0
HOXB9	559.858617932	6.5690214906	0.173966137608	37.760345668	0.0	0.0
DDX5	25994.562136	-1.47390138372	0.0339178956725	-43.4549772176	0.0	0.0
ELMOD3	856.514588551	-1.49579195812	0.0355061262944	-42.1277146855	0.0	0.0
SERPINB5	3575.52187291	7.54117566633	0.160037697951	47.1212455745	0.0	0.0
ECHDC2	3520.54011622	-2.79116630062	0.0674243184344	-41.3970265541	0.0	0.0
CLASRP	1988.98514691	-1.72460688949	0.0426044634682	-40.4794885113	0.0	0.0
ZBTB20	371.362178851	3.80757814335	0.09854650813	38.6373725016	0.0	0.0
ILDR1	341.98051643	5.39759315672	0.111035788744	48.6112920686	0.0	0.0
ACAD8	1145.24894829	-1.68784909392	0.0384916836242	-43.8497081708	0.0	0.0
CCNL2	6719.73027669	-2.32437132815	0.0562775288951	-41.3019436671	0.0	0.0
MTERF2	727.14618785	-2.29841504034	0.0521900469793	-44.0393364898	0.0	0.0
MAN2C1	3754.07952604	-2.20518924555	0.0407442578182	-54.122700072	0.0	0.0
ZFP64	1119.92119076	1.61970277271	0.0426907069421	37.9404064428	0.0	0.0
KIAA0895L	1185.25652918	-2.62966552183	0.0521603059361	-50.4150708979	0.0	0.0
SDR39U1	1595.13406506	-1.55991369817	0.0383965472935	-40.6264054486	0.0	0.0
TEPSIN	1367.35573808	-1.64603870651	0.0422076969292	-38.9985435421	0.0	0.0
IGF2BP3	631.4640576	6.74450914156	0.172209254332	39.1646149779	0.0	0.0
AKAP8L	2185.30452182	-1.56938540877	0.0337105480686	-46.5547283769	0.0	0.0
LCLAT1	1177.04631742	1.72577534496	0.0443942976475	38.8738066917	0.0	0.0
CDX2	1179.08934263	8.62440043147	0.188327629263	45.7946636148	0.0	0.0
HOXA10	609.794026211	6.68509368602	0.161238897816	41.4607999469	0.0	0.0
SH2B1	2475.55664725	-1.73765405455	0.0434004992768	-40.03765126	0.0	0.0
SRSF5	9347.11730633	-2.20328598568	0.036706776211	-60.0239577841	0.0	0.0
MKNK1	1632.84608939	-1.13728317041	0.0283877392447	-40.0624776988	0.0	0.0
HKDC1	1162.68784778	5.05811921318	0.132613644299	38.1417707048	0.0	0.0
GRIP2	635.063296686	-4.33878333684	0.115021129317	-37.7216200415	0.0	0.0
MTDH	8883.41481811	1.60731947793	0.0399006735115	40.283016212	0.0	0.0
CDH17	6636.7449838	8.82795908746	0.17298528666	51.033005511	0.0	0.0
RBM6	4196.07702249	-2.15841952472	0.0473911191713	-45.5448101344	0.0	0.0
U2AF1L4	586.109911515	-1.95859020157	0.0513575685172	-38.1363498723	0.0	0.0
