	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AGRN	11134.9909101	2.28480351384	0.0606829409825	37.6514960686	0.0	0.0
EPHB2	1064.41619862	5.42026946357	0.129641450105	41.8096948097	0.0	0.0
ECHDC2	4399.54217568	-2.62272211302	0.0642103562199	-40.8457804538	0.0	0.0
COL11A1	547.983219334	8.42329019026	0.213023428043	39.5416141203	0.0	0.0
ADAR	9872.45194568	1.27098388	0.0327840987691	38.7683031627	0.0	0.0
LAMC2	8810.71195367	4.29904495484	0.110919232992	38.7583364839	0.0	0.0
ZNF281	552.090980088	1.75694446762	0.0445704840718	39.419461202	0.0	0.0
KIF26B	549.705742437	4.46529166608	0.0951886318952	46.9099258722	0.0	0.0
LCLAT1	761.546690404	1.92161397916	0.0372419476379	51.5981064643	0.0	0.0
EIF2AK2	2765.14284939	2.16472621248	0.0461222119897	46.9345705484	0.0	0.0
EPCAM	5364.84359721	4.6518714184	0.114320526235	40.6914801007	0.0	0.0
MOB1A	5441.40302757	1.03860118117	0.0274648548055	37.8156443399	0.0	0.0
UGGT1	3174.38859054	1.52902967602	0.0360066592888	42.4651913347	0.0	0.0
SH3BP4	2604.51670508	2.23605570299	0.0540686918932	41.3558313452	0.0	0.0
MTERF4	1260.32577164	-1.39658000762	0.0363831820436	-38.3853178634	0.0	0.0
ALS2CL	11053.3901136	-3.32436187021	0.0849095898884	-39.1517833802	0.0	0.0
RBM6	4047.43177803	-1.94182376624	0.0498027009068	-38.9903304617	0.0	0.0
RBM5	4954.97660972	-1.48303324634	0.0393833897411	-37.6563128794	0.0	0.0
ZBTB20	109.938762074	3.82144979631	0.0923554625549	41.377626083	0.0	0.0
LRRC58	2477.23184732	1.88984207049	0.0453205420868	41.6994586445	0.0	0.0
SEC62	4393.0777144	1.84725506162	0.0478051835585	38.6413130149	0.0	0.0
FNDC3B	2853.94878587	2.68392959411	0.0621817921809	43.1626284797	0.0	0.0
ECT2	2285.8397535	2.61875632073	0.066475033148	39.3945846541	0.0	0.0
IGF2BP2	1387.10956157	3.75417448097	0.0935769022183	40.1186018341	0.0	0.0
FAT1	7910.774755	2.95523193498	0.0717127273926	41.2093088972	0.0	0.0
SOX4	2844.65998147	2.89274768115	0.0692265168864	41.7866998263	0.0	0.0
STK19	761.300506037	-1.45793693238	0.0360004392815	-40.4977539573	0.0	0.0
PPT2-EGFL8	340.503458534	-2.33589310876	0.0532500846466	-43.8664675232	0.0	0.0
EGFL8	729.606889868	-3.09628347144	0.0659037093794	-46.9819301614	0.0	0.0
COL10A1	418.340288824	8.09970306765	0.170788281772	47.4254028649	0.0	0.0
PTPRK	2953.23830041	2.34284993363	0.0523544279276	44.7497953156	0.0	0.0
TTYH3	4273.70559472	3.27812217987	0.0741015836778	44.2382202535	0.0	0.0
TNRC18	7601.65799275	1.45309189774	0.0386720006487	37.5747795139	0.0	0.0
TMEM106B	2112.77779354	1.68726958443	0.0431596775259	39.0936559574	0.0	0.0
AHR	4556.03322626	2.22743911191	0.0574244098355	38.7890640633	0.0	0.0
SNX10	402.796613827	3.92424093373	0.0997874461259	39.3259982701	0.0	0.0
MUC3A	2829.23052519	8.1370726438	0.205567353664	39.5834868657	0.0	0.0
MUC12	1271.96004189	8.12907577298	0.212804621831	38.1997143814	0.0	0.0
MET	2804.12452397	3.41760555019	0.0851178170361	40.1514708576	0.0	0.0
MFHAS1	1481.8090863	2.46254376644	0.0619461717349	39.7529612802	0.0	0.0
POMK	194.076751013	3.14980038478	0.0806112332375	39.0739634946	0.0	0.0
FAM120A	8794.01093914	1.38367541898	0.0364734225356	37.9365390683	0.0	0.0
PNLIP	89.0788581947	-9.77831783447	0.255932636797	-38.2066076325	0.0	0.0
EML3	3132.49340514	-1.44300948274	0.0382413218323	-37.7342992762	0.0	0.0
ATG16L2	2465.68280589	-2.72265991371	0.0676968379207	-40.218420791	0.0	0.0
RNFT2	122.576159855	4.30048854481	0.107356582889	40.05798647	0.0	0.0
NCOR2	8504.30333386	1.49864026945	0.03891200553	38.5135705302	0.0	0.0
METTL17	1774.32804155	-1.65783636795	0.0359581693204	-46.1045820541	0.0	0.0
SRSF5	12039.5779596	-2.28961670034	0.0418053960936	-54.7684489154	0.0	0.0
FAM219B	3127.65478235	-2.22837087313	0.0463069445188	-48.1217427815	0.0	0.0
GOLGA6L9	2230.97002267	-2.65486444772	0.0695179998205	-38.189597724	0.0	0.0
KIAA0895L	1259.70894864	-2.06363041802	0.0470480871388	-43.8621534587	0.0	0.0
ZFHX3	1607.32245982	2.24595625655	0.0556306984371	40.3726057672	0.0	0.0
ACADVL	14939.4494855	-2.05225650072	0.0453143314347	-45.2893474479	0.0	0.0
NF1	2864.83780506	1.69271995971	0.042443994747	39.8812592877	0.0	0.0
HOXB7	207.120262823	5.03280054348	0.114123413701	44.0996319708	0.0	0.0
GNA13	2791.7043968	1.82889677533	0.0396795884067	46.0916266717	0.0	0.0
DSG2	5523.88644057	3.50592835767	0.0749448350764	46.7801197254	0.0	0.0
ONECUT2	777.027510206	8.42313033858	0.180038790601	46.7850862054	0.0	0.0
CIRBP	6255.48642741	-1.7747179044	0.0461648241389	-38.4430773322	0.0	0.0
LGI4	690.393342968	-3.8722431971	0.102523694901	-37.7692513017	0.0	0.0
SIPA1L3	2813.88949061	2.5833515927	0.047122873088	54.8216062267	0.0	0.0
GRIN2D	588.688239069	6.15182179469	0.113419054591	54.2397555408	0.0	0.0
SNRNP70	9519.6611751	-1.64520961084	0.0334120605292	-49.2399925291	0.0	0.0
ZNF460	270.616677502	2.6688671695	0.0682403048242	39.109836575	0.0	0.0
ADAM33	2498.38173646	-5.03015675797	0.120052408417	-41.8996738534	0.0	0.0
CST1	936.04760495	11.3871571977	0.267722543911	42.5334267011	0.0	0.0
MMP11	2146.38261267	6.33093754979	0.129281710956	48.9700940911	0.0	0.0
NOL12	889.519184058	-1.80482655709	0.0445476532393	-40.5145148139	0.0	0.0
GNL3L	598.55880899	2.24853218797	0.0476722389683	47.1664901133	0.0	0.0
ATRX	3627.38312938	1.5585466319	0.0371911189326	41.9064195065	0.0	0.0
HCFC1	5390.19070993	1.43441839559	0.0349254355538	41.0708806588	0.0	0.0
FOXRED2	1041.91718207	2.2969273102	0.0613398147361	37.4459446949	6.99247683812e-307	1.88519091303e-304
EZH1	2021.93578748	-1.62605657989	0.0434576441264	-37.417043942	2.06435763972e-306	5.4903544199e-304
SH3GLB2	6241.57062577	-1.9680055582	0.052699976667	-37.343575513	3.22350498715e-305	8.45890688694e-303
RAVER1	2485.56094236	1.45171359338	0.0388896253357	37.3290712073	5.54221723096e-305	1.43521549109e-302
GPRIN1	361.320102256	3.20544820712	0.0858931063027	37.3190392698	8.06146761371e-305	2.06049018319e-302
TRIP10	9293.14249517	-2.81370697105	0.0755361655562	-37.249798826	1.06755350894e-303	2.6936564884e-301
