	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
WEE2	4.14783238875	-2.65993552658	0.0875199111971	-30.3923471837	6.93324755279e-203	1.36425512096e-198
ENSG00000280308	2.00153611519	-2.78110547465	0.123128214961	-22.5870688982	5.80752960484e-113	5.71373800172e-109
AXDND1	19.7003372307	-5.16733372173	0.262885570762	-19.656208999	5.11555343054e-86	3.35529149509e-82
CA9	8572.21735011	8.62789250502	0.455747217238	18.9313114347	6.29749230666e-80	3.09789390296e-76
VSIG8	13.1987444573	-6.10733345273	0.334383830975	-18.2644401044	1.58833739441e-74	6.25074298198e-71
DDN	70.9755362922	-6.39540748748	0.351865210157	-18.1757312257	8.03503235194e-74	2.63508885982e-70
TREM2	1318.89133243	4.5546413792	0.254638659386	17.8866845678	1.4975788226e-71	4.20969407033e-68
GH1	3.72667819509	-6.10436237118	0.350945509815	-17.3940460854	9.15379969423e-68	2.25149145729e-64
NPPA	6.36446640825	-4.78437910134	0.285363022034	-16.7659392841	4.33115247067e-63	9.46934301837e-60
SLC41A2	1722.14505834	2.5183127253	0.150513876347	16.7314322535	7.73555263972e-63	1.52212469292e-59
CKM	20.9836401829	-5.56998712515	0.335672191424	-16.5935316283	7.76189185193e-62	1.388461327e-58
AL590560.1	4.2098615578	-5.57068262329	0.342550780131	-16.2623556752	1.82581046216e-59	2.99387270533e-56
ZDHHC6	2011.87764816	-1.19559030505	0.0741069300508	-16.1333130955	1.48818359554e-58	2.25253758535e-55
SIM2	231.171562435	-4.70953448066	0.298363161197	-15.7845709295	3.97341964605e-56	5.58464131253e-53
CALB1	476.919351326	-6.75478451824	0.42868719455	-15.7569076103	6.15729988915e-56	8.07714599459e-53
SLC26A6	644.529013618	-2.92934533695	0.186732183335	-15.6874154451	1.84412565448e-55	2.26792878145e-52
DOT1L	1379.05585515	-1.98227989851	0.126560447178	-15.6627125038	2.72042689481e-55	3.14881411819e-52
CAV2	7324.94305971	2.63493000488	0.16844543267	15.6426325316	3.72984480985e-55	4.07734201797e-52
CTRB2	10.1024621143	-5.3359071812	0.343200480098	-15.5474933476	1.65455905932e-54	1.71351361106e-51
ENDOU	12.843380923	-4.0424525131	0.263229061892	-15.3571664316	3.17135789915e-53	3.12014046908e-50
CPA1	12.7832853852	-6.49942175498	0.423475668649	-15.3478044576	3.66377544686e-53	3.43295759371e-50
CCL23	15.8847215941	-4.07745768642	0.266819809291	-15.281690281	1.01279310034e-52	9.05851356154e-50
MYL2	4.63454376205	-6.20586782227	0.413644925212	-15.0028863985	7.02946921071e-51	5.84547964282e-48
