	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SCNN1D	245.296002535	-3.6835889085	0.0755867021991	-48.733293044	0.0	0.0
ACAP3	2903.35122173	-2.06937244012	0.0492254327308	-42.0386845849	0.0	0.0
CCNL2	7426.59374131	-2.02783780951	0.0480240386308	-42.2254743109	0.0	0.0
TMEM240	87.1247561479	-3.40709974603	0.0795095407322	-42.8514580094	0.0	0.0
SLC45A1	137.508296826	-2.91918996886	0.0751979983986	-38.8200488181	0.0	0.0
CLCN6	1103.1330368	-2.06137825625	0.0364774012275	-56.5111051468	0.0	0.0
NPPA	39.6363601002	-5.89926560467	0.126047325018	-46.8019896798	0.0	0.0
SLC25A34	196.172507785	-3.54670496016	0.0852062858737	-41.6249214925	0.0	0.0
RCC2	5384.23622989	1.62672204185	0.0360155029011	45.1672727245	0.0	0.0
PLA2G2C	31.2307459406	-5.81720568904	0.146910822228	-39.5968493051	0.0	0.0
LDLRAD2	265.918980631	-3.10059017656	0.0697302952727	-44.4654674763	0.0	0.0
HTR1D	179.564922308	5.87386084038	0.117235078555	50.103270393	0.0	0.0
GRHL3	102.432039191	4.98070509548	0.106658190606	46.6978210221	0.0	0.0
MTFR1L	2142.15798042	-1.65338179044	0.0291362662887	-56.7465224972	0.0	0.0
AUNIP	125.725192694	2.95412673581	0.0591542028648	49.9394226063	0.0	0.0
STMN1	4531.12920138	1.79309750876	0.0440903364599	40.6687191058	0.0	0.0
FAM46B	880.268142066	-5.19274644441	0.109653629956	-47.3559009995	0.0	0.0
TMEM200B	671.764843439	-3.5078471776	0.0923014760325	-38.004237076	0.0	0.0
KHDRBS1	5485.25109498	0.8168951689	0.0190969533726	42.7762037726	0.0	0.0
FAM229A	317.364777825	-2.78169870818	0.0611290531853	-45.5053458745	0.0	0.0
GJB4	101.399896955	5.97428242133	0.129905090424	45.9895944173	0.0	0.0
GRIK3	560.182219877	-5.52222731333	0.110223506205	-50.1002690214	0.0	0.0
INPP5B	1030.45462652	-1.81295713464	0.0316830874832	-57.2216055523	0.0	0.0
