	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C1orf159	552.644214915	-1.62273034864	0.0389681188738	-41.6425117646	0.0	0.0
ACAP3	2024.13433424	-1.8784046758	0.0349900228152	-53.6840083162	0.0	0.0
CCNL2	10175.826913	-2.07055062516	0.0508562759921	-40.7137680603	0.0	0.0
ATAD3B	1317.36439339	-1.92168117063	0.0437498843207	-43.924257183	0.0	0.0
MIB2	2701.33553202	-1.38922789707	0.0338613550858	-41.0269433563	0.0	0.0
CDK11A	1408.16921563	-1.58217286331	0.0396317515421	-39.9218505804	0.0	0.0
CALML6	20.2868887045	-3.37133765804	0.0848736248103	-39.7218531148	0.0	0.0
C1orf174	982.542057209	-0.794654077827	0.0199526157683	-39.8270626295	0.0	0.0
RNF207	898.576662269	-2.42828305568	0.0522248453495	-46.4967017025	0.0	0.0
ICMT	3778.93655665	0.767311596233	0.0203434344155	37.7178985889	0.0	0.0
TARDBP	6686.48410033	-0.532916562463	0.013893359766	-38.3576450504	0.0	0.0
DRAXIN	91.5115453436	4.70515813345	0.111639880473	42.1458542727	0.0	0.0
CLCN6	1529.65436461	-1.58655508528	0.0254893863622	-62.2437536444	0.0	0.0
NPPA	36.5002061128	-5.73041416569	0.114755392495	-49.9359031509	0.0	0.0
KIAA2013	4976.59858092	1.40268148691	0.0271854914606	51.5966941023	0.0	0.0
CDC42	8367.77491061	0.93469557937	0.0182641567558	51.1764978733	0.0	0.0
ZBTB40	1842.71564373	-0.992287787574	0.0255446422874	-38.8452410651	0.0	0.0
GALE	2100.87888509	2.97114087589	0.0640632400373	46.3782486517	0.0	0.0
FUCA1	5864.62043462	1.88377212544	0.0370686802507	50.8184298093	0.0	0.0
GRHL3	161.345309435	5.15584352044	0.11247125243	45.8414342248	0.0	0.0
NIPAL3	4643.06070304	1.63963501234	0.0303222639137	54.0736343766	0.0	0.0
TMEM50A	4369.89906751	0.728296354005	0.0183809806119	39.6222796478	0.0	0.0
PPP1R8	1583.15116807	0.628677319318	0.0140450901336	44.7613588333	0.0	0.0
RPA2	2478.44304851	0.985558511148	0.0255340740361	38.597777611	0.0	0.0
DNAJC8	3933.00044216	0.633414241454	0.0160069060659	39.5713099613	0.0	0.0
SERINC2	5024.57442964	2.08159109039	0.0474572805896	43.8624182533	0.0	0.0
HCRTR1	17.8097870718	-3.20013720362	0.0847564545095	-37.7568554766	0.0	0.0
KHDRBS1	5827.98480509	0.811940518076	0.0160127217144	50.7059657039	0.0	0.0
EIF3I	7096.65642926	0.966734735203	0.0236969769565	40.7956988344	0.0	0.0
TSSK3	53.8449363552	-2.40350793604	0.0637391421028	-37.7085077826	0.0	0.0
FAM229A	411.329663191	-2.41578697316	0.0569214246483	-42.4407327836	0.0	0.0
GJB3	475.268389692	5.33722739405	0.112013475645	47.6480830837	0.0	0.0
PSMB2	3035.84280797	0.86825369744	0.0219802831895	39.501479119	0.0	0.0
ADPRHL2	1608.8223313	1.00857032329	0.025720936645	39.2120371512	0.0	0.0
MEAF6	3263.12027009	1.29494893634	0.0270648659202	47.8461242025	0.0	0.0
MANEAL	540.196427021	2.87414191198	0.054048674767	53.1769173689	0.0	0.0
HPCAL4	532.683822661	5.43506518264	0.125807569385	43.2014163316	0.0	0.0
PPT1	5098.36884184	1.13889608783	0.0263617859506	43.2025390833	0.0	0.0
KCNQ4	50.8412985408	-2.19341890599	0.0506915900815	-43.2698777542	0.0	0.0
SZT2	3302.56779969	-1.19901757934	0.0223617667657	-53.6190897572	0.0	0.0
CCDC17	120.85625547	-2.91792017575	0.0618739045248	-47.1591408068	0.0	0.0
TMEM69	1020.08852566	0.73183439119	0.0174766957399	41.8748716625	0.0	0.0
MKNK1	1160.59571076	-1.23071833597	0.0262680612912	-46.8522713696	0.0	0.0
PDZK1IP1	1514.6985408	5.52615761757	0.143469698513	38.5179426376	0.0	0.0
TAL1	415.089071537	-2.37665431081	0.0614537926165	-38.6738427299	0.0	0.0
FAF1	2491.12481402	0.837360381765	0.020835562328	40.1889984337	0.0	0.0
BTF3L4	1950.76694214	0.788353568701	0.0166847783632	47.2498676064	0.0	0.0
ECHDC2	7745.0774166	-1.77772339574	0.0391593210521	-45.39719658	0.0	0.0
PODN	2648.70410895	-4.29662116287	0.104487717247	-41.1208252615	0.0	0.0
