	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NXF1	4132.6183879	-1.55564934473	0.0417699385856	-37.2432758439	1.36138554548e-303	2.67416962698e-299
PRSS53	713.140275332	-4.90041972496	0.135331576995	-36.2104679024	4.16629862988e-287	4.09193019934e-283
TIAF1	452.800780329	-3.21915655146	0.0889591385281	-36.1869123816	9.78016896039e-287	6.40372862963e-283
NPIPB5	3773.25669813	-3.01869038318	0.0869616829329	-34.7128790677	5.03668268509e-264	2.47338894958e-260
RBM6	3777.76426505	-1.93930203019	0.0563175960027	-34.4350996462	7.52605546991e-260	2.95668615191e-256
AKAP17A	2917.68088099	-1.94421845954	0.057206028534	-33.9862512634	3.55651009014e-253	1.16434212835e-249
UBAP1L	315.272249651	-3.11942818093	0.092031420898	-33.8952517574	7.82608803397e-252	2.19611210359e-248
MDK	7646.89400156	5.46314490033	0.162736390596	33.5705178192	4.51931163307e-247	1.1096604801e-243
GPC3	30679.3073677	7.19209535323	0.216608784718	33.2031563845	9.69348721885e-242	2.11565743822e-238
GBA	7244.44763515	2.61391063595	0.0790220444501	33.0782461291	6.10836883224e-240	1.19986688972e-236
PNN	4788.17501634	-1.97458450034	0.0606142785717	-32.5762270354	8.90602918901e-233	1.59037392145e-229
PLVAP	4667.28751699	3.53075980687	0.108513024244	32.5376592486	3.12981855601e-232	5.12325215798e-229
ADAMTS13	1089.47574813	-3.47463170041	0.108307417061	-32.0811980813	8.06525310133e-226	1.21865974361e-222
SRRM2	24719.7838776	-2.057788	0.0651693063519	-31.5760304228	7.87817769193e-219	1.10536460288e-215
CCNL1	4639.14042904	-2.16006991061	0.0685964983447	-31.4895069389	1.20923734944e-217	1.583536617e-214
RBM33	2359.26326464	-1.43704377754	0.0458925808867	-31.3132046569	3.08500579021e-215	3.78742304607e-212
CDKN2A	666.655662943	5.17044394843	0.166158802044	31.1174845077	1.39727982813e-212	1.61451574494e-209
