	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ADAM33	3223.68497908	-5.18549234655	0.119495199451	-43.3949846552	0.0	0.0
CALR	56079.109384	2.14867845789	0.0546268006705	39.3337781367	0.0	0.0
KANSL3	3270.13441684	-1.06243232586	0.0277403278637	-38.2991985921	0.0	0.0
TUBE1	549.568592463	-1.9275597983	0.0496780771605	-38.8010146221	0.0	0.0
BMP1	1591.49098541	-2.76922508037	0.063840424331	-43.3772975257	0.0	0.0
GGA3	1783.44234688	-1.35316331098	0.0322236308834	-41.9928876382	0.0	0.0
ARF6	8026.95789102	1.5609381445	0.0415186161691	37.5961023879	0.0	0.0
TIAF1	177.96458959	-3.45436783003	0.0825624050662	-41.8394767844	0.0	0.0
CAPRIN2	1114.53080317	-1.98846536967	0.051050284263	-38.951112582	0.0	0.0
MAP3K12	667.301273042	-2.90067199534	0.072926534818	-39.7752615365	0.0	0.0
MKNK1	1169.36556847	-1.5892042167	0.0410263833842	-38.7361518518	0.0	0.0
TMED2	17116.1216565	1.72467822921	0.0448334573484	38.4685529785	0.0	0.0
CWC25	981.134886068	-1.21891284885	0.0323393060848	-37.6913730198	0.0	0.0
TAF1C	2711.08069355	-2.30000598199	0.0594957447522	-38.6583274413	0.0	0.0
ZNF333	627.703463513	-1.47053855824	0.0383334220386	-38.3617866613	0.0	0.0
USP35	339.495760343	-1.91481243761	0.0500941157586	-38.2242985751	0.0	0.0
PAN2	2183.59245366	-1.9413437031	0.0512049424952	-37.9132093213	0.0	0.0
DHX35	660.755981094	-1.61582865419	0.0397883856417	-40.6105607988	0.0	0.0
TSPYL2	4822.26736529	-2.7350104085	0.0638110583097	-42.8610726878	0.0	0.0
SIN3B	3405.7939997	-1.55667540629	0.0353962384999	-43.9785545657	0.0	0.0
CFLAR	6097.97075433	-1.60497839471	0.0419651423167	-38.2455129689	0.0	0.0
EPCAM	11276.8228478	3.35306386242	0.084292950895	39.7786982994	0.0	0.0
FAM160B2	3282.77079473	-1.96450268721	0.0518568422798	-37.8831915105	0.0	0.0
SUPT7L	1982.06284218	-1.21545940782	0.0233422379837	-52.0712456395	0.0	0.0
HDAC7	4343.39055059	-1.56217278037	0.0389689522192	-40.0876259536	0.0	0.0
RIPOR3	253.362550385	-4.34673245967	0.102843627516	-42.2654525581	0.0	0.0
STX16	3959.95333906	-1.67890808739	0.0446405487265	-37.6094858886	0.0	0.0
GTPBP2	1663.09733155	-1.28690637849	0.0345866729477	-37.2081576171	5.03667507309e-303	3.53718495133e-300
SND1	18081.1772024	1.76762562051	0.0475693255376	37.1589380453	3.14445678469e-302	2.13215855911e-299
EIF2AK1	10714.0821193	1.55567588829	0.0422045903237	36.8603480417	1.99667109189e-297	1.30875134503e-294
CLCN6	1221.03758398	-1.54983895129	0.0420751888212	-36.8349850521	5.08724094932e-297	3.22695180734e-294
