	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TTLL10	1308.77690839	-7.63681549362	0.177063930421	-43.1302720745	0.0	0.0
SCNN1D	1439.44262707	-3.84462984824	0.0836847143606	-45.9418410831	0.0	0.0
TTC34	460.015664172	-5.35549312435	0.114741283545	-46.6745094607	0.0	0.0
CHD5	2740.66471421	-5.64379401577	0.1298598738	-43.4606460841	0.0	0.0
RPL22	13505.6754548	2.52739193397	0.0604657426821	41.7987412684	0.0	0.0
TAS1R1	159.064769292	-4.21957509883	0.101320277555	-41.6459093939	0.0	0.0
CENPS-CORT	226.838207256	-3.2422715893	0.0808271707059	-40.1136345734	0.0	0.0
SRM	3759.90301376	2.44384501179	0.0640056156917	38.1817280466	0.0	0.0
C1orf167	1231.74665349	-6.58830464289	0.135813190329	-48.5100499219	0.0	0.0
CLCN6	1873.44325355	-1.70807948633	0.0436411100949	-39.1392309366	0.0	0.0
PLOD1	4714.66546407	2.92796418959	0.0702216572467	41.6960280402	0.0	0.0
PDPN	5158.09413672	5.63159051087	0.133842856693	42.0761380174	0.0	0.0
FHAD1	1133.37056868	-5.07197628523	0.12939597215	-39.1973274049	0.0	0.0
SPATA21	224.253119137	-6.85538877592	0.1701002866	-40.3020413012	0.0	0.0
RCC2	12221.6592983	3.21356259905	0.0635347931182	50.5795713079	0.0	0.0
PLA2G2D	974.377629475	9.41149840664	0.233151328123	40.366479927	0.0	0.0
ALPL	8337.94690446	5.49573032336	0.116605765778	47.1308625838	0.0	0.0
CDC42	5180.35625144	1.53864437391	0.0369245404454	41.669966785	0.0	0.0
TEX46	390.190062059	-7.79423118918	0.206061903889	-37.8247072461	0.0	0.0
RPL11	27204.2549254	2.77916240494	0.0584988396114	47.5079920115	0.0	0.0
RCAN3	593.126557849	2.16271411429	0.0554430733209	39.0078324441	0.0	0.0
MTFR1L	3002.12886768	-1.83918588206	0.0450035302917	-40.8675912787	0.0	0.0
PAQR7	2503.12729684	-2.78015997375	0.0609716599923	-45.597577204	0.0	0.0
CATSPER4	306.932254782	-6.89743372699	0.152817855088	-45.1349989373	0.0	0.0
CD52	763.94329019	6.71327502468	0.152653367494	43.9772481597	0.0	0.0
PIGV	1192.42990488	-2.34532267175	0.0595228613516	-39.4020485322	0.0	0.0
TRNP1	579.288963912	3.40864909922	0.079744992526	42.7443653983	0.0	0.0
SDC3	1834.90830696	2.79271726078	0.0664238018383	42.0439237666	0.0	0.0
SPOCD1	539.498497924	-3.522888786	0.0931021182672	-37.8389756492	0.0	0.0
TMEM234	776.510683858	-2.33481509069	0.0585559663892	-39.8732227417	0.0	0.0
EIF3I	4884.46477046	1.93017984641	0.0513167402809	37.613064194	0.0	0.0
LCK	418.365944782	4.50576551969	0.106237567359	42.4121676702	0.0	0.0
TSSK3	580.37285592	-5.9145149437	0.109069057008	-54.2272492852	0.0	0.0
FAM229A	1528.25316347	-4.56777078445	0.0880465376733	-51.8790506152	0.0	0.0
AZIN2	1538.45052572	-4.13768187202	0.0842229184843	-49.1277427389	0.0	0.0
STK40	3664.99985845	-1.75848741453	0.0423248438968	-41.5474046123	0.0	0.0
OSCP1	1197.6676715	-3.51592166922	0.0846706961997	-41.5246576091	0.0	0.0
OXCT2	1800.12561586	-6.68495674216	0.135646076234	-49.2823451128	0.0	0.0
PPT1	3911.50618925	1.92337412384	0.0498226247245	38.6044319118	0.0	0.0
SLFNL1	2324.70850678	-6.85949266679	0.117227538091	-58.5143455071	0.0	0.0
ZMYND12	643.557931803	-4.78692912334	0.112463298798	-42.5643669933	0.0	0.0
CFAP57	823.648208943	-4.78857790023	0.122908124468	-38.9606295023	0.0	0.0
KDM4A	1687.23718589	2.05414496724	0.0540960865807	37.9721546803	0.0	0.0
RPS8	31425.2835921	2.71174281907	0.0694154888198	39.0653853366	0.0	0.0
AKR1A1	2256.31638709	2.2299491186	0.0514358235762	43.3540082293	0.0	0.0
UQCRH	5164.13784432	3.25324041283	0.0784649073989	41.4610877738	0.0	0.0
RAB3B	1283.23156119	4.47381775241	0.0941872057504	47.499208802	0.0	0.0
TXNDC12	3113.48389336	2.06133499632	0.0501054818782	41.1399096277	0.0	0.0
COA7	857.210571717	2.517761705	0.0593883414611	42.3948816056	0.0	0.0
LRP8	2167.19267477	-2.85689055369	0.0712002942781	-40.1247014869	0.0	0.0
MROH7	4549.38670366	-6.68575113198	0.136310089871	-49.0481015624	0.0	0.0
MROH7-TTC4	743.30022646	-6.07365891259	0.153968701663	-39.4473607104	0.0	0.0
LEXM	112.359956999	-6.42862554199	0.160837840735	-39.9696085985	0.0	0.0
L1TD1	6471.42985884	4.98712498458	0.127980656441	38.9678028171	0.0	0.0
C1orf141	202.787630195	-6.814224759	0.181025513709	-37.6423445479	0.0	0.0
ERICH3	1378.43071695	-7.36634552791	0.186499784375	-39.497876915	0.0	0.0
SSX2IP	3389.29629911	-3.00125617867	0.068516249887	-43.8035675277	0.0	0.0
WDR63	455.245543898	-4.85663665603	0.126775247093	-38.3090293051	0.0	0.0
RPL5	26976.9098754	2.07797177265	0.0551858785946	37.6540489264	0.0	0.0
GSTM3	8481.3642084	-4.30774882985	0.111467627563	-38.6457388934	0.0	0.0
TMIGD3	689.599109253	-4.43266474437	0.115901702393	-38.2450356885	0.0	0.0
AL603832.3	122.494028109	-5.54734524663	0.146303522674	-37.9166895318	0.0	0.0
NRAS	1522.38167368	2.02719340734	0.0439342840746	46.1414917765	0.0	0.0
SYCP1	1141.26937159	-7.43010916216	0.163118889548	-45.5502681679	0.0	0.0
NOTCH2NL	1204.79406392	-2.41820928713	0.0628271586843	-38.4898718606	0.0	0.0
GJA8	78.6701134367	-7.69048090614	0.181664819071	-42.33335296	0.0	0.0
ANP32E	2120.04852822	2.96822151388	0.0602843832938	49.2369889464	0.0	0.0
