	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RRM2	2606.94620939	3.24017371067	0.0815600832865	39.7274448493	0.0	0.0
SOX18	630.460679989	-2.85823452993	0.0686300142004	-41.647004787	0.0	0.0
KLF17	15.4997725437	-3.56096689654	0.0890811856705	-39.9743994171	0.0	0.0
CBLC	842.334030812	3.84400090054	0.0801414363479	47.9652109535	0.0	0.0
HMMR	594.617323123	3.12907489975	0.075247505355	41.5837692558	0.0	0.0
GRK5	2003.8798225	-3.01078400896	0.0567996879361	-53.0070519462	0.0	0.0
TFB2M	891.372906283	1.71372521853	0.0408313455407	41.9708240284	0.0	0.0
ADAM33	711.61623619	-4.63184999752	0.0906526579754	-51.094475341	0.0	0.0
FBLN5	4216.87255144	-3.14109609908	0.0769218272767	-40.8349126677	0.0	0.0
KIF14	457.548621865	3.29467183089	0.0762121776756	43.2302544209	0.0	0.0
GPRASP1	498.463056645	-2.6598976688	0.0687623387953	-38.6824781617	0.0	0.0
MYL2	33.3220023594	-6.35214660359	0.138722132693	-45.7904335832	0.0	0.0
FERMT1	1862.51304886	4.7421894183	0.0840942816889	56.3913422299	0.0	0.0
RAD51AP1	547.674015841	2.90877376787	0.073392029186	39.6333743613	0.0	0.0
CFD	3066.58428823	-3.78316440777	0.0846099976317	-44.7129714415	0.0	0.0
DMPK	2062.4935747	-2.2113111859	0.0544500919055	-40.6117071342	0.0	0.0
RHBDL2	312.419612683	3.40147308966	0.0772336331065	44.041345109	0.0	0.0
NCAPG	781.249273318	2.84695041565	0.0706932916435	40.2718610134	0.0	0.0
CCM2L	273.194984138	-2.76208008595	0.0679312706709	-40.6599208092	0.0	0.0
ECT2	2813.10116579	2.63171353497	0.0641053856063	41.0529241822	0.0	0.0
TMCO1	4503.18751782	1.39098675982	0.0357302301668	38.9302490728	0.0	0.0
ATP10B	416.431545094	5.11399092629	0.129257528515	39.5643564058	0.0	0.0
EPB42	9.57144671108	-5.28530030209	0.12733351453	-41.5075349298	0.0	0.0
NPIPB13	135.553769413	-3.15509184082	0.0687193130654	-45.9127383567	0.0	0.0
SLC2A1	20074.2064342	4.63789613121	0.101617731676	45.6406185683	0.0	0.0
ABCA9	536.373731509	-4.27537007341	0.0756289550448	-56.5308626951	0.0	0.0
WFDC1	483.622376857	-3.21341080411	0.0787379175433	-40.8114781845	0.0	0.0
ARID5A	2511.45760809	-2.6274004689	0.0560059756375	-46.9128595475	0.0	0.0
C1orf106	2784.28526914	2.86789418026	0.0620841267441	46.1936783307	0.0	0.0
