	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RRM2	2211.05062903	6.68095144706	0.15961625655	41.8563346332	0.0	0.0
HMMR	508.300607695	5.60630051463	0.14468122236	38.7493305848	0.0	0.0
NCAPG	1107.68928081	5.65850762662	0.130323463947	43.418947404	0.0	0.0
C1orf106	1542.06343887	7.37975195202	0.182497786806	40.4374873864	0.0	0.0
SMTN	10820.5498262	-3.93783226043	0.097465833631	-40.4021810898	0.0	0.0
RAD54L	649.928963189	4.98712226576	0.130086965871	38.3368328437	0.0	0.0
SMPDL3B	1573.36108652	7.80928261263	0.185660391595	42.0621897085	0.0	0.0
ASPM	1038.04704902	6.36476205377	0.150883455686	42.183299851	0.0	0.0
CENPU	788.277939993	4.24415649904	0.104291322558	40.6952025822	0.0	0.0
KIF18A	387.977798574	4.71371758915	0.116923879569	40.3144131594	0.0	0.0
TK1	3156.97245454	5.60348055427	0.127500193736	43.9488003121	0.0	0.0
PTTG1	2108.27017318	5.93928675076	0.135083273892	43.9675955403	0.0	0.0
MARVELD2	727.457471851	5.22856316703	0.136896801059	38.1934649064	0.0	0.0
CDC20	3439.34868758	7.17531182781	0.140480551361	51.0769053671	0.0	0.0
WWC1	2152.82110299	6.47831094298	0.170430488143	38.0114556588	0.0	0.0
KIF4A	1156.77647756	6.60326613194	0.132782210433	49.7300512651	0.0	0.0
ANLN	1305.1943277	5.18233634885	0.131829583623	39.3108754986	0.0	0.0
CCNB2	1350.75174527	4.92168430613	0.108491962179	45.3645063402	0.0	0.0
TACC3	4107.65165773	4.07735220168	0.106636215392	38.2360925574	0.0	0.0
OIP5	256.338179425	4.76038949732	0.121831542314	39.0735388135	0.0	0.0
CDC45	630.106410855	5.70222415224	0.138501979678	41.1707050361	0.0	0.0
TTK	837.300737058	6.23985662599	0.13242407158	47.1202595688	0.0	0.0
ZNF695	193.744079093	6.13456371723	0.151349847154	40.5323416745	0.0	0.0
FAM83H	3524.38573106	6.6314690965	0.152191203097	43.5732746806	0.0	0.0
GTSE1	697.613616959	5.22037547944	0.122487921265	42.619512402	0.0	0.0
MND1	298.752932053	5.76501911252	0.143969843901	40.0432406975	0.0	0.0
SKA3	514.189634157	6.39037401382	0.123958003735	51.5527341622	0.0	0.0
NUSAP1	1724.91522187	4.84879961767	0.10998758697	44.084971325	0.0	0.0
CDH1	8791.72124624	6.65758690196	0.175478232325	37.9396738487	0.0	0.0
ARHGAP11A	908.713719218	4.07278757209	0.105378780777	38.6490291695	0.0	0.0
