	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RCC2	9874.55913013	2.59222833689	0.0668760862015	38.7616633109	0.0	0.0
RPS6KA1	2374.15235441	3.5928675804	0.0863751506014	41.5960789114	0.0	0.0
KDF1	682.992551618	6.96696347979	0.160405566774	43.4334270307	0.0	0.0
SMPDL3B	1539.36046887	8.03561900235	0.169627519474	47.3721423696	0.0	0.0
CDCA8	876.855467246	4.6913247009	0.116493988976	40.2709594043	0.0	0.0
CDC20	2784.07475655	7.13111790586	0.151867135369	46.9562943195	0.0	0.0
KIF2C	1411.94934006	4.75638056469	0.125861254517	37.7906654667	0.0	0.0
RAB25	3306.16763981	7.41122166755	0.172407740688	42.9865946735	0.0	0.0
F11R	7355.34424438	3.21270733038	0.0855970756775	37.5329099149	0.0	0.0
NECTIN4	1225.72679503	7.49056095731	0.178598499349	41.940783291	0.0	0.0
NUF2	557.742469968	5.38258829793	0.141055084457	38.1594773321	0.0	0.0
C1orf106	1385.14933984	7.47861537407	0.194170643397	38.5156851892	0.0	0.0
LAD1	4191.9353523	7.58246117282	0.192073967233	39.4767770044	0.0	0.0
ELF3	10145.6081421	6.99342345801	0.17936795267	38.989258415	0.0	0.0
DTL	583.615698665	5.25972547122	0.121423094171	43.3173401415	0.0	0.0
CENPF	3165.22066086	5.59736776532	0.130255567645	42.9721958648	0.0	0.0
EXO1	375.346618811	5.67419405122	0.139273215272	40.7414594409	0.0	0.0
RRM2	1814.70428049	6.65169010106	0.172837637248	38.4851945847	0.0	0.0
CENPA	384.480224987	6.55086930942	0.164905783136	39.7249216179	0.0	0.0
EPCAM	15945.3473714	7.98546761768	0.184579373282	43.263055214	0.0	0.0
NCAPH	608.402383009	5.56690828169	0.131496190529	42.3351297044	0.0	0.0
BUB1	1090.56259284	5.69774622877	0.128815290357	44.2319092164	0.0	0.0
MREG	569.646221848	3.79237843431	0.0962271490956	39.4106909532	0.0	0.0
TNS1	19939.1303548	-4.67444784187	0.119416711524	-39.1440007198	0.0	0.0
SGO1	275.714882201	6.42642204103	0.163872715177	39.2159367965	0.0	0.0
CDC25A	443.18288679	4.55072409677	0.12067891943	37.7093540303	0.0	0.0
NCAPG	875.183853403	5.57132863772	0.143030025791	38.9521613165	0.0	0.0
SEL1L3	3315.86261506	4.33326702489	0.114391982695	37.8808630012	0.0	0.0
RBM47	2326.57244212	5.14002363644	0.127547991417	40.2987422957	0.0	0.0
CENPU	645.898775016	4.20763397874	0.110382857867	38.1185453978	0.0	0.0
CCNB1	2589.48603825	4.75796411688	0.102590193261	46.3783522153	0.0	0.0
MARVELD2	714.166769384	5.46688513469	0.107224831275	50.9852528531	0.0	0.0
F2RL1	898.419490678	6.49227461712	0.169978501767	38.1946807958	0.0	0.0
LMNB1	2596.87155969	4.42583368464	0.113723051581	38.9176479447	0.0	0.0
KIF20A	1036.15765131	6.59970956418	0.167110941004	39.4929830717	0.0	0.0
CDC25C	296.96660883	7.07158133286	0.182623726033	38.7221391573	0.0	0.0
PTTG1	1687.40228037	5.87182369323	0.146100201019	40.1903875031	0.0	0.0
DSP	8872.43400136	4.75727567577	0.121705653923	39.0883703627	0.0	0.0
KIFC1	1615.65250609	5.32655520913	0.12540976885	42.4732080919	0.0	0.0
C6orf132	1083.41898213	5.1257313121	0.132074018132	38.8095356271	0.0	0.0
TTK	645.711624368	6.11792169662	0.14450948838	42.3357785376	0.0	0.0
MAP7	1277.80177875	4.27510150364	0.102991266266	41.5093595664	0.0	0.0
