	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RRM2	2071.96087116	5.7499400256	0.136435142583	42.1441273614	0.0	0.0
KIF18B	958.650142964	5.73653763971	0.134762727174	42.5676873716	0.0	0.0
HMMR	884.696649109	5.41288721245	0.122900105479	44.0429826431	0.0	0.0
GRK5	924.39023938	-4.25024211427	0.112352044416	-37.8296820175	0.0	0.0
KIF14	364.230941957	4.75684057511	0.121012804852	39.3085721872	0.0	0.0
GPRASP1	2550.29919415	-6.35890601814	0.123871859154	-51.3345489569	0.0	0.0
AQP5	2967.57874029	8.29863547176	0.200832429149	41.3211925332	0.0	0.0
RAD51AP1	793.963981324	4.18472276624	0.103153573241	40.5678895531	0.0	0.0
NCAPG	923.612411077	4.69775663762	0.115292942411	40.7462637294	0.0	0.0
ECT2	3185.93054042	4.55474749084	0.0975996283554	46.6676724859	0.0	0.0
ABCA9	1338.43602748	-6.46017862366	0.170185090133	-37.9597214927	0.0	0.0
C1orf106	3878.59503104	6.26233950587	0.14793730373	42.3310371892	0.0	0.0
EVPL	2506.85192388	5.03408282891	0.127070012339	39.6166076971	0.0	0.0
CLDN16	5841.77952051	9.5937053638	0.245509092354	39.0767823376	0.0	0.0
CLDN4	20922.669061	6.39603688675	0.152612329996	41.9103547328	0.0	0.0
SYTL4	2700.1604041	-5.3969516438	0.11298876076	-47.765384871	0.0	0.0
SLC34A2	35757.8902831	9.91490210636	0.178248120292	55.6241608054	0.0	0.0
SYT13	616.722130168	7.19179160265	0.190419948284	37.7680577452	0.0	0.0
RAD54L	580.324048138	4.32290730426	0.108681570182	39.7759003392	0.0	0.0
SAMD10	1721.56872936	5.14111702625	0.119221309493	43.1224673519	0.0	0.0
SMPDL3B	2256.97000813	8.49834817241	0.139521110678	60.9108408835	0.0	0.0
CRB3	859.978351048	5.57270648414	0.134742790528	41.3581050408	0.0	0.0
PKMYT1	1096.65561757	5.6176226706	0.120491676155	46.6224958426	0.0	0.0
KRTCAP3	1899.04444247	4.36002323817	0.115813637424	37.6468897373	0.0	0.0
C6orf132	3600.13937757	5.87650229197	0.133806458803	43.9179270159	0.0	0.0
PRRT2	2167.11918876	-5.57832948145	0.146044342252	-38.1961354711	0.0	0.0
ECHDC2	6579.14827358	-3.64684987952	0.0962518929609	-37.8886042377	0.0	0.0
