	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
IGF2	177788.540345	6.92287665679	0.210481119072	32.8907252456	2.98279006794e-237	5.84865476522e-233
ENSG00000279473	17.2549665955	7.54589395344	0.231246949461	32.6313232284	1.47505885209e-233	1.44614769859e-229
KRT13	139.683370566	-8.21454702837	0.267521338433	-30.7061375982	4.71316399673e-207	3.08052398827e-203
KRT4	62.9260564476	-8.91094911721	0.29132796876	-30.5873450981	1.80337563599e-205	8.84014736761e-202
RHNO1	660.541946976	1.71095716058	0.0576081204832	29.6999302569	7.6945545395e-194	3.01749650821e-190
ERGIC2	1197.70846967	1.38595929959	0.0474169602737	29.2291891254	8.25750717609e-188	2.69855334515e-184
SMIM15	1578.41713037	1.41602974308	0.0494703848334	28.6237866928	3.399023463e-180	9.52115029463e-177
TMPO	2226.44392611	2.31606956451	0.0815891219084	28.3869897155	2.92709211884e-177	7.17430278329e-174
DDX17	20274.0285884	-1.49496589802	0.0529586553893	-28.2289247532	2.58288092561e-175	5.6272365766e-172
TAF7	4136.7082356	1.65712607481	0.0591753646857	28.0036478628	1.46681283965e-172	2.87612661599e-169
PFDN1	2076.00525918	1.38615375339	0.0502799760948	27.5687035088	2.64116463312e-167	4.35240194768e-164
RMI2	259.432011904	3.7139968647	0.134719365143	27.5683964274	2.66364868279e-167	4.35240194768e-164
GPX8	1216.47854087	2.82821711175	0.104047237246	27.1820491022	1.05885839321e-162	1.59708425954e-159
RNASEH2A	488.380769952	2.51169293489	0.0925311131884	27.1443069076	2.95581675575e-162	4.13983249619e-159
TRIM66	827.892963172	-2.42073675186	0.0891925200558	-27.1405802902	3.27088777736e-162	4.27570450257e-159
MRPL51	2548.09475978	1.26137417048	0.0472934872413	26.6712024014	1.01610744742e-156	1.24523967681e-153
CDC42SE2	1080.52968714	1.63649220356	0.0619112961797	26.4328532035	5.74548827809e-154	6.62691377393e-151
SZT2	1721.33739789	-1.38383001161	0.0524053651467	-26.4062659946	1.16096974297e-153	1.26468304001e-150
KIF22	1119.6866654	1.84941125	0.0702295514531	26.3338041	7.86811394644e-153	8.11989359273e-150
SPPL3	1779.66415471	1.12108266177	0.0429235379487	26.1181327389	2.26925888383e-150	2.22478140971e-147
DLX5	123.063508018	5.76065634276	0.221202676853	26.0424350406	1.6388252596e-149	1.53019455668e-146
RAC1	6988.3396009	0.910651568591	0.0351025407615	25.9426112422	2.2031676734e-148	1.96362326091e-145
CDKN2D	633.112824556	2.44715591997	0.0944421327853	25.9116969069	4.91654350626e-148	4.19146022047e-145
NDUFA12	1601.22956729	1.41854405309	0.0547920722102	25.8895857717	8.72462503379e-148	7.1280186526e-145
DUSP9	229.840495484	8.26136176553	0.323184114351	25.5624004977	3.99744471295e-144	3.13527583726e-141
PRKCSH	8577.78938107	1.35274596468	0.0531400739763	25.4562303636	6.02276832356e-143	4.54209389571e-140
COX6B1	4258.10578074	1.75489727098	0.0690613883939	25.4106862285	1.92147284645e-142	1.39541628049e-139
GAS2L3	240.134106492	3.17204223065	0.125484591034	25.2783405875	5.52867685967e-141	3.87165342373e-138
ATP6V1F	3258.05375726	1.4174591202	0.0561049000381	25.2644442685	7.85913090363e-141	5.31385650891e-138
DBH	2554.13054254	-9.0495296988	0.358898943982	-25.2147013819	2.76362944822e-140	1.80630820736e-137
DDX5	32757.6486706	-1.26312441602	0.0501888308743	-25.1674405244	9.10630179072e-140	5.75988275847e-137
MYSM1	953.815503829	-1.63320950511	0.0650584309387	-25.1037333909	4.52774652425e-139	2.77437668274e-136
CENPH	155.093277028	2.6237460284	0.104637174672	25.0747025292	9.39088402106e-139	5.55421108526e-136
CTC1	802.816198738	-1.43527657737	0.057242318426	-25.0736975167	9.63092497445e-139	5.55421108526e-136
ZNF768	1647.93264422	1.40009758609	0.0559232161765	25.0360705592	2.475965132e-138	1.38710640881e-135
