	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C1orf159	571.777191244	-1.34992340341	0.0281690574942	-47.9222069708	0.0	0.0
DVL1	4085.66110865	-1.13971393127	0.0246514910524	-46.2330626918	0.0	0.0
ANKRD65	632.216858248	-1.9614885493	0.0457394432458	-42.8839620709	0.0	0.0
TMEM88B	115.589188642	-3.58069955439	0.0906449988941	-39.5024501966	0.0	0.0
MIB2	2512.15654852	-1.20722957366	0.0253623187802	-47.5993375893	0.0	0.0
CALML6	34.1514261184	-2.78917444914	0.0599419137721	-46.5312879356	0.0	0.0
TMEM52	29.9926741638	-2.75122570349	0.0614287696882	-44.7872506231	0.0	0.0
PRKCZ	4108.17810609	-2.04756979525	0.0469174274648	-43.6419877622	0.0	0.0
PLCH2	1868.66300925	-2.43022443917	0.0602281880962	-40.3502830815	0.0	0.0
TPRG1L	3428.75159583	-1.48399990698	0.0369278974372	-40.1864175858	0.0	0.0
KCNAB2	7999.3725763	-2.37654161555	0.0623309509872	-38.1277933018	0.0	0.0
RNF207	353.17592129	-2.52530502255	0.0548834936786	-46.0121040642	0.0	0.0
TNFRSF25	836.3922662	-3.07503076034	0.0526732773851	-58.3793322343	0.0	0.0
PLEKHG5	1385.33090609	-1.93478382955	0.0504151328215	-38.3770451701	0.0	0.0
CORT	266.910406352	-3.09755695882	0.0806659901568	-38.3997884709	0.0	0.0
UBIAD1	636.466808674	0.889321956855	0.0218865338999	40.6332935549	0.0	0.0
FBXO2	5320.78009278	-2.19011502245	0.05272616325	-41.5375382438	0.0	0.0
FBXO44	4481.03039997	-1.47205864673	0.0324297462689	-45.3922344789	0.0	0.0
MFAP2	85.8025864043	3.7218521216	0.0890816116545	41.7802513052	0.0	0.0
RCC2	2497.35046154	1.06112978616	0.0232109605638	45.7167545155	0.0	0.0
MINOS1	2289.62338131	-1.08106692279	0.0261084249505	-41.4068226958	0.0	0.0
OTUD3	683.214735546	-1.09619619692	0.0273007136166	-40.1526572643	0.0	0.0
CAMK2N1	14619.0100586	-1.8812905555	0.0480085946897	-39.1865366536	0.0	0.0
DDOST	3360.76884917	0.936419431077	0.0241146537445	38.8319666954	0.0	0.0
SH2D5	1203.94966937	-3.15213762612	0.0812819033949	-38.7803126461	0.0	0.0
RAP1GAP	8439.60565883	-2.58876699483	0.0581864091307	-44.4909220814	0.0	0.0
EPHA8	61.517202682	-2.7940823811	0.0718917506629	-38.8651320261	0.0	0.0
E2F2	74.558341844	5.05203977287	0.0850341752287	59.4118748055	0.0	0.0
ID3	3929.35289964	2.40524399392	0.0531327353072	45.2685896937	0.0	0.0
RSRP1	3087.43472452	-1.54399236423	0.0322644226074	-47.854331163	0.0	0.0
WDTC1	2968.09393375	-0.739114149468	0.018228662746	-40.5468113469	0.0	0.0
SYTL1	126.623024244	-3.00643269009	0.0798885868735	-37.6328185007	0.0	0.0
ATPIF1	3109.04624818	-0.888764504086	0.0218979492329	-40.5866546969	0.0	0.0
RCC1	456.636728285	1.54521192085	0.0382931068819	40.3522212396	0.0	0.0
TINAGL1	720.822084677	-1.7566186721	0.0466979719446	-37.6165944463	0.0	0.0
KHDRBS1	3763.85952787	0.621565082832	0.0145366817625	42.7583882614	0.0	0.0
RBBP4	5157.71543123	0.64747871989	0.0170717895892	37.9268217024	0.0	0.0
HPCA	7973.72446524	-3.70970310259	0.0935162794091	-39.6690621786	0.0	0.0
C1orf94	74.6554151706	2.4296305615	0.049158466985	49.4244574844	0.0	0.0
DLGAP3	2150.1805836	-2.783977441	0.0667633387603	-41.6991943886	0.0	0.0
NCDN	22850.7541225	-2.67572524959	0.0633327355161	-42.2486922093	0.0	0.0
GRIK3	2663.74944631	1.83325311756	0.046073890684	39.7894141421	0.0	0.0
CDCA8	138.217234199	2.43856908001	0.0585400689786	41.6564094056	0.0	0.0
SF3A3	1859.35736763	0.666389805799	0.0167051977045	39.8911654676	0.0	0.0
MYCL	280.036426029	2.54477481138	0.045904908676	55.4357885632	0.0	0.0
YBX1	10061.9736937	1.3227874895	0.0323501014543	40.8897477915	0.0	0.0
CDC20	203.248439709	3.75575958782	0.074630102252	50.3249958728	0.0	0.0
RNF220	4503.26356431	-1.12845693234	0.0243347246623	-46.3722909547	0.0	0.0
C1orf228	232.456617337	-1.81235161565	0.0449310184129	-40.3363128561	0.0	0.0
KIF2C	180.243849854	3.52115767405	0.0619845542085	56.8070177967	0.0	0.0
ATPAF1	4135.36907351	-0.899799747206	0.0236554950322	-38.0376629608	0.0	0.0
CYP4A11	13.1588766203	-3.73431717464	0.0742780342845	-50.274851921	0.0	0.0
CYP4X1	298.615729716	-2.53101908125	0.0616545608036	-41.0516115639	0.0	0.0
CYP4Z1	21.8041238661	-4.43196316504	0.0819249679286	-54.097832164	0.0	0.0
CYP4A22	6.99718287756	-4.67485733166	0.0916934837384	-50.9835283933	0.0	0.0
CDKN2C	818.76748351	2.11603190876	0.0554867493862	38.1358059748	0.0	0.0
RNF11	6876.09348853	-1.04586565641	0.0239048155381	-43.7512539993	0.0	0.0
ORC1	53.259301975	2.84233578845	0.0612993750221	46.3681038742	0.0	0.0
GPX7	232.597144448	1.81393739952	0.0410624504644	44.1750888952	0.0	0.0
ECHDC2	1673.34871438	-2.21796061469	0.0512402517119	-43.2855136458	0.0	0.0
NDC1	519.765976543	1.04852321495	0.0241190179161	43.472881798	0.0	0.0
MROH7	397.93975644	-2.63506952129	0.0530091749904	-49.70968746	0.0	0.0
PARS2	161.16048955	1.03160374394	0.02201787008	46.8530216677	0.0	0.0
TTC22	53.0175958573	-4.22857589036	0.0820149476774	-51.5586001103	0.0	0.0
SGIP1	1663.51853167	-1.59240614594	0.0390024622011	-40.8283491881	0.0	0.0
DEPDC1	61.4350575259	3.80647690731	0.0832450542113	45.7261628739	0.0	0.0
LRRC7	1140.6448224	-2.82535123439	0.0627986443828	-44.9906405172	0.0	0.0
ZRANB2	3222.57126573	-0.664677917632	0.0165314515413	-40.2068696734	0.0	0.0
TNNI3K	130.704331701	-1.76529491938	0.0424982480371	-41.5380633536	0.0	0.0
TTLL7	3398.51314652	-1.66630731429	0.0425029617334	-39.2044988475	0.0	0.0
LPAR3	105.152494917	-4.44937372105	0.102794927208	-43.2839814365	0.0	0.0
COL24A1	270.593786477	-3.84030408885	0.0786785865334	-48.8100289807	0.0	0.0
ODF2L	641.414876601	-1.41886873729	0.0284026224806	-49.9555538668	0.0	0.0
RNPC3	920.30716599	-1.41906013915	0.0315898464139	-44.921400394	0.0	0.0
AMY2B	1574.45625173	-2.22660191342	0.0390086030733	-57.0797654363	0.0	0.0
AMY2A	88.6338351385	-4.98282926832	0.0796840705102	-62.5323133772	0.0	0.0
HENMT1	303.867137798	-1.70947260352	0.0430497265902	-39.7092557588	0.0	0.0
