	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SPATA2	674.7955928	1.3000919715	0.0326471717103	39.822499267	0.0	0.0
UHMK1	2995.16097339	1.35225141331	0.0359681007078	37.5958526221	0.0	0.0
ADAM33	7006.71667815	-6.16983918083	0.106833217328	-57.7520675232	0.0	0.0
ESM1	64.8817172589	5.08789449441	0.132099088404	38.5157426588	0.0	0.0
ATRN	2060.83682099	1.4571417518	0.0376343719666	38.7183756672	0.0	0.0
GPRASP1	1245.48629426	-3.62720626992	0.0931582140713	-38.9359790339	0.0	0.0
ECT2	1328.53844304	3.33514750758	0.0821570476775	40.5947828198	0.0	0.0
SLC30A6	973.498943484	1.19909854395	0.0262527211523	45.6752097049	0.0	0.0
ABCA9	1651.58457701	-4.66071182021	0.11085269244	-42.0441914184	0.0	0.0
MANEA	509.530607818	1.55602760455	0.0404804456728	38.4389939064	0.0	0.0
AHSA2	4872.00704236	-1.97286291541	0.0486764578769	-40.5301248583	0.0	0.0
IL17RC	1931.75246199	-1.65103393032	0.0373186545383	-44.2415181026	0.0	0.0
CENPT	2581.30772049	-1.85532217712	0.0406643766168	-45.6252457674	0.0	0.0
ACOX2	562.844737897	-3.06248166706	0.0801405499834	-38.213883829	0.0	0.0
UBE2G2	3850.55712626	-1.45957599805	0.0310103672218	-47.0673561396	0.0	0.0
NCEH1	673.067205128	3.00378219191	0.0673806587491	44.579293935	0.0	0.0
SLC26A10	640.445818802	-5.35256488089	0.122771518663	-43.5977736463	0.0	0.0
NUP155	1176.24351588	1.97578961078	0.0397671837782	49.6839208377	0.0	0.0
SPATA5	271.737508425	1.4856323054	0.0362866198129	40.9416008727	0.0	0.0
ILKAP	1064.43121871	-1.14258060938	0.0247537782097	-46.1578268861	0.0	0.0
HMGA2	285.968234613	5.58565444049	0.137967584599	40.4852665697	0.0	0.0
RAVER1	2031.41066412	1.3991572309	0.0357679934912	39.1175767587	0.0	0.0
