	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SSRP1	6497.94680597	0.90817147258	0.0238793183648	38.0317167645	0.0	0.0
SNRPF	1458.67888758	1.72818428593	0.0379465887371	45.5425466016	0.0	0.0
NOTUM	1387.26481631	9.22244066408	0.16828890762	54.8012390985	0.0	0.0
RNASEH2A	803.718008127	2.44854974156	0.0495135790557	49.4520854331	0.0	0.0
WDR12	1178.08626399	1.39100600428	0.0312849150106	44.462515043	0.0	0.0
CCDC159	556.51863975	-1.67924279731	0.0374745364559	-44.8102353259	0.0	0.0
NPTX1	1488.36188852	-6.11854346517	0.155663859121	-39.3061273162	0.0	0.0
NRG2	69.7276588914	-4.77149783934	0.100488539948	-47.4830049456	0.0	0.0
CLK3	2528.88450742	-1.2522866924	0.0251040315904	-49.883887689	0.0	0.0
TFB2M	656.204338446	1.29621387739	0.033138006052	39.115626793	0.0	0.0
ADAM33	6142.76725629	-6.86472925822	0.103381686644	-66.4017920492	0.0	0.0
ESM1	159.041948465	4.77562542565	0.105748752435	45.1601112607	0.0	0.0
TMEM151B	49.2953197482	-3.69821439878	0.0860513849542	-42.9768143854	0.0	0.0
FBLN5	2319.15141583	-2.82082482511	0.07300556535	-38.6384902519	0.0	0.0
SIDT2	2527.43508098	-1.41331316293	0.0346231755461	-40.8198595489	0.0	0.0
PDZRN4	816.465264923	-5.28008969797	0.138128895025	-38.2258158007	0.0	0.0
TMEFF2	26.9752093711	-4.46074990973	0.109423000786	-40.7661083839	0.0	0.0
RGS2	4130.23570501	-3.33511608218	0.0887634592558	-37.5730746655	0.0	0.0
TOMM22	2269.68702112	1.2211751704	0.0318902930507	38.2930056009	0.0	0.0
CDK20	434.672409898	-1.80370118929	0.047159313423	-38.2469772856	0.0	0.0
ANKRD53	47.1968153725	-3.72310481872	0.0751754389877	-49.5255480892	0.0	0.0
CUX2	24.6068008989	-4.5112158807	0.107575718518	-41.9352614403	0.0	0.0
GPRASP1	1380.83679945	-4.1199665442	0.0767420136016	-53.6859322663	0.0	0.0
MYL2	33.2919178584	-5.8874889503	0.128553426404	-45.7979932157	0.0	0.0
PRRT1	277.480055467	-3.04027119354	0.0511585765893	-59.4283773364	0.0	0.0
LIFR	1347.60572944	-4.33080284768	0.0828849808312	-52.2507552544	0.0	0.0
ULBP3	26.0981930539	3.43369226527	0.077408150858	44.3582778715	0.0	0.0
TWNK	677.093294002	1.49543739435	0.0366904749844	40.7581911923	0.0	0.0
PHF1	2617.40516178	-2.04446125945	0.0406181378301	-50.3337023476	0.0	0.0
FBXO45	835.59860954	1.19341768097	0.0274814564602	43.4262893852	0.0	0.0
ZWILCH	610.859228929	1.85231726696	0.0430942020345	42.9829809929	0.0	0.0
CFD	3939.49261261	-3.87179541252	0.0986213733004	-39.2591918257	0.0	0.0
ADRA2B	121.097201181	-3.11353390803	0.0716465035454	-43.4568855974	0.0	0.0
NKX2-3	797.365771786	-3.7587182462	0.0733304004914	-51.2572987603	0.0	0.0
CALR	23549.8599932	1.66293849047	0.0398805109779	41.6980236636	0.0	0.0
DMPK	4931.01286533	-3.22550996533	0.0714471899829	-45.1453719328	0.0	0.0
PIGG	2063.54716041	-0.978460275201	0.0252312480285	-38.7797018244	0.0	0.0
TTBK2	834.766724401	-1.99296009725	0.0506722487822	-39.3304055996	0.0	0.0
ECT2	1946.7122408	3.13367853087	0.0540606913999	57.9659351318	0.0	0.0
NAT10	2551.76205582	1.12369290125	0.0279612905703	40.1874476582	0.0	0.0
SNRPD1	1529.6604555	1.42403597423	0.0354821472375	40.1338725274	0.0	0.0
MPP2	365.265309183	-3.62065301335	0.0857949027253	-42.2012601954	0.0	0.0
C20orf194	1049.90520832	-3.25080136371	0.0770393227243	-42.1966503436	0.0	0.0
NPIPB13	206.201567405	-2.97817876619	0.0712227589265	-41.8149873872	0.0	0.0
ZNF208	79.2828924731	-3.75860834799	0.0982042407019	-38.273381283	0.0	0.0
GDNF	271.339384562	-3.80940767522	0.0882785734906	-43.1521208895	0.0	0.0
CCR10	83.9619517824	-3.18762153766	0.0718205279977	-44.3831537658	0.0	0.0
SLC2A1	5129.82698263	2.9804472695	0.0713865870828	41.7508020945	0.0	0.0
ASIC3	184.733808349	-3.69259846381	0.0799196050366	-46.2039128211	0.0	0.0
MUSK	49.254485094	-4.37192103584	0.113158051118	-38.6355278539	0.0	0.0
EID2B	79.9421139356	-2.39162388494	0.0597558679273	-40.023247388	0.0	0.0
SLC30A6	1085.91305742	0.78660060553	0.0205894849516	38.203996233	0.0	0.0
NACAD	421.3537541	-3.62929594981	0.0814372867922	-44.5655312544	0.0	0.0
ABCA9	844.807982515	-5.56593691155	0.100322578554	-55.4804012392	0.0	0.0
MASP2	106.081109379	-2.98655245005	0.0705808769431	-42.3139039836	0.0	0.0
GPN1	1392.21935509	0.857814577001	0.0226264112462	37.9120916555	0.0	0.0
AHSA2	4618.34525239	-2.34254676071	0.0507730632005	-46.1375897581	0.0	0.0
NME1-NME2	615.473832908	2.69422061992	0.0705494232615	38.1891232467	0.0	0.0
CLDN16	18.4075136888	5.07716828308	0.134054174792	37.8740034836	0.0	0.0
ACP1	2894.7528385	1.04581056182	0.022622615612	46.2285431428	0.0	0.0
PLA2G2C	30.2776507379	-5.60992523915	0.144430592995	-38.8416686715	0.0	0.0
MYL1	10.9758873244	-7.0321586375	0.17800203229	-39.5060581445	0.0	0.0
IL17RC	1657.25936059	-1.80481694277	0.0430224334381	-41.9506010828	0.0	0.0
ARPP21	13.7005589117	-5.06631085485	0.119473328677	-42.4053712319	0.0	0.0
PA2G4	6613.04194061	1.27520682654	0.0292233380026	43.6365902632	0.0	0.0
CENPT	2321.32675925	-2.01003465348	0.0359846615492	-55.8580952812	0.0	0.0
AGAP6	1015.34499888	-1.73318518543	0.0453789875308	-38.1935622572	0.0	0.0
INTS13	888.388093845	1.39813002836	0.0309780579588	45.1329140843	0.0	0.0
KANSL3	2765.48467305	-0.858558836235	0.0183281746036	-46.8436630927	0.0	0.0
C12orf45	321.312445229	1.54758615415	0.03627447874	42.6632224059	0.0	0.0
PES1	2779.41695017	1.22575073899	0.0315569552294	38.8424906675	0.0	0.0
EIF3M	4821.69406225	1.01316108887	0.0252907905569	40.0604752386	0.0	0.0
SCN7A	1924.86094431	-6.29198417058	0.140313095935	-44.8424584223	0.0	0.0
PGA4	112.177528158	-7.13349588429	0.15313618521	-46.5826928789	0.0	0.0
GTF2H3	975.366041102	1.07483922913	0.0260591912622	41.2460700838	0.0	0.0
CADM3	958.145459027	-4.92169280295	0.120586568921	-40.814601883	0.0	0.0
NDC1	1442.22367279	1.86142759137	0.0406962555854	45.7395297084	0.0	0.0
AHCY	9599.73418388	2.30706767398	0.0412568133541	55.9196769314	0.0	0.0
PDCD2L	323.64385307	1.69475019947	0.0374242021023	45.2848719349	0.0	0.0
CNRIP1	483.214998723	-2.52804672997	0.0626634175007	-40.3432629563	0.0	0.0
GFRA2	133.045696437	-3.46571502378	0.0856031118328	-40.4858532544	0.0	0.0
JAKMIP3	87.1847792892	-3.73064897935	0.0931644906623	-40.0436792262	0.0	0.0
DLG4	760.888415551	-2.62095505248	0.0606475092474	-43.2162026933	0.0	0.0
SMTN	24259.8569197	-3.53449691334	0.0846475485031	-41.7554551295	0.0	0.0
CCND1	5339.92453066	2.37570347403	0.0497055487228	47.7955386284	0.0	0.0
PKD1	7982.2716579	-2.52768073552	0.0564953091986	-44.7414267021	0.0	0.0
CHID1	2010.56336948	1.12860573649	0.0281437911494	40.101411018	0.0	0.0
SLC26A10	436.04076369	-5.82077578337	0.100808851294	-57.7407212628	0.0	0.0
BCL6	4008.61545449	-3.51840894975	0.0817691695056	-43.0285518493	0.0	0.0
NUP155	1154.39832847	1.26729644084	0.0275638330083	45.9767856109	0.0	0.0
COPZ1	4957.7335927	1.2090900345	0.0257347868347	46.9827103005	0.0	0.0
XPO5	2043.06086062	1.26795090416	0.0280969398701	45.1277224505	0.0	0.0
ITIH4	218.419359096	-3.67626851053	0.0852575212101	-43.1195800482	0.0	0.0
KCTD7	980.142171635	-1.99813443469	0.0494035369414	-40.445169686	0.0	0.0
PKM	28292.9549483	1.46460847929	0.0380024860533	38.5398070337	0.0	0.0
TCF20	2251.02962373	1.13533603127	0.0294657761241	38.5306677989	0.0	0.0
TIMM8A	297.098679231	1.80424705236	0.0401390217722	44.9499507636	0.0	0.0
TRAP1	4609.91188088	1.38657681082	0.0346929917337	39.9670579425	0.0	0.0
ADCY5	2278.72697729	-4.54109276612	0.096196040452	-47.2066495127	0.0	0.0
NCAPG2	986.37033134	2.05269100685	0.0443041718433	46.3317769286	0.0	0.0
PLEKHO1	4837.29677552	-3.36601534273	0.0825116320564	-40.7944341767	0.0	0.0
ZNF219	2853.94109097	-2.06113874111	0.0479203984642	-43.0117195842	0.0	0.0
TPO	181.090315492	-4.14389130584	0.0951638910668	-43.5447863615	0.0	0.0
PDE1C	279.943397906	-3.02356034388	0.0727949224411	-41.535319257	0.0	0.0
RPS2	55793.707464	1.38614320826	0.0361476156071	38.3467397498	0.0	0.0
LZTR1	2605.22649339	-1.37628022229	0.0274388133385	-50.1581539009	0.0	0.0
SIM2	262.201354449	3.21529981181	0.0667242057706	48.1879068424	0.0	0.0
CRYZL1	815.72510132	-1.20119613	0.0294829452842	-40.742066928	0.0	0.0
GFRA1	1582.05777971	-4.72608639375	0.106116125043	-44.536929631	0.0	0.0
MZT1	864.255927303	2.18851803335	0.0381906143075	57.3051277921	0.0	0.0
UTP18	1149.22228671	1.19115661084	0.0294744113162	40.4132451727	0.0	0.0
SCNN1D	286.944554703	-3.73306800348	0.0671953455181	-55.5554551389	0.0	0.0
RAET1L	31.6905996924	6.10896196936	0.149746191503	40.7954413267	0.0	0.0
ZNF248	920.701372003	-2.01805453182	0.047031347187	-42.9087120085	0.0	0.0
HMGCLL1	22.8040667551	-3.61064558866	0.0852802585676	-42.3385863189	0.0	0.0
CBX3	6464.68160434	1.64764192394	0.0269649316075	61.1031375093	0.0	0.0
MFSD14B	2141.99287012	0.930205410114	0.0238760482069	38.9597726581	0.0	0.0
LRRN4CL	418.089363635	-3.28116808687	0.0803822354975	-40.8195674898	0.0	0.0
EIF3CL	4960.30115236	1.33362660978	0.0336774536421	39.5999835365	0.0	0.0
ISG20L2	1589.14098514	0.929805247166	0.0229121876926	40.5812513252	0.0	0.0
PTDSS1	3031.2065473	1.32531082134	0.0312138293319	42.459091041	0.0	0.0
PRKAB2	1853.41511101	-1.64069966659	0.0395381811368	-41.4965893577	0.0	0.0
MSH2	1019.2408603	1.55528122413	0.0366545716002	42.4307570987	0.0	0.0
S100A2	182.288481125	3.60405745031	0.0932675829546	38.642123406	0.0	0.0
SYNJ1	553.874787686	-1.18754242021	0.0310503288982	-38.2457275767	0.0	0.0
SLC24A4	49.1118578926	-2.98110365144	0.0790808401643	-37.696914262	0.0	0.0
ZBTB16	634.611219717	-5.54219095738	0.121573502067	-45.5871621954	0.0	0.0
DDX5	27432.9167472	-1.36610210278	0.0259087253306	-52.7274918138	0.0	0.0
ACBD4	749.121465995	-1.75734895016	0.0391380873287	-44.9012476108	0.0	0.0
DKC1	3654.79974644	2.02631002072	0.0348532387599	58.1383565149	0.0	0.0
ELMOD3	827.310573092	-1.30925910857	0.0269365928928	-48.6052231543	0.0	0.0
CLK1	4989.28937146	-2.09269944098	0.041142141189	-50.8651076609	0.0	0.0
PTBP3	5417.38848216	1.88861375679	0.0443665864908	42.5683809859	0.0	0.0
NLGN2	1857.51720963	-2.74930612338	0.0713809621645	-38.5159577569	0.0	0.0
TIMM23	1478.81110623	1.04069819963	0.0269588656782	38.6031894684	0.0	0.0
BACE2	4127.70769221	1.86373153493	0.0483379896141	38.5562484045	0.0	0.0
COG8	165.04455108	1.64567783614	0.0436174740977	37.7297830786	0.0	0.0
YWHAZ	31962.0167751	1.4753240829	0.0294919770887	50.0245907035	0.0	0.0
NCAPD2	3224.73573948	1.63376655378	0.0365199066084	44.7363289095	0.0	0.0
PPM1G	4629.44668617	1.11807659221	0.0261796864476	42.7077915715	0.0	0.0
LRRC4B	115.208338834	-2.75153934789	0.0667548580278	-41.2185634002	0.0	0.0
MUC5AC	1289.82436667	7.35908184338	0.191008019934	38.5276065681	0.0	0.0
SMARCA4	5040.31205481	1.03104723594	0.0255535759256	40.3484521674	0.0	0.0
KLHL10	12.5965025144	-4.32599226226	0.112080095984	-38.5973283148	0.0	0.0
GTPBP10	868.158453343	1.03545897113	0.0263626305273	39.2775284721	0.0	0.0
CLNS1A	2524.76920681	1.17831787247	0.0240020195662	49.0924469593	0.0	0.0
LILRB5	668.483933287	-3.66848063319	0.0819640089342	-44.7572133293	0.0	0.0
SLC35B2	2289.67916953	1.14871523294	0.0281520391613	40.8039796464	0.0	0.0
NLE1	864.195436703	1.45755610006	0.035137512986	41.4814816473	0.0	0.0
VPS39	3203.89045511	-1.02719018122	0.0212131815848	-48.4222593916	0.0	0.0
PAICS	4851.78335573	2.24442225315	0.0387602143246	57.9053106971	0.0	0.0
RALA	2410.82693839	1.34600263063	0.028267787894	47.6161288488	0.0	0.0
NPR1	764.181705268	-3.29718588589	0.0768917984537	-42.8808527333	0.0	0.0
RBPMS2	2133.98887961	-5.40432583762	0.115686955395	-46.7150839881	0.0	0.0
PTPRS	1896.09966587	-3.08656103571	0.0782245800202	-39.4576875314	0.0	0.0
