	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CDKN2A	9467.55586941	7.83429008538	0.350540666522	22.3491618336	1.23031543302e-110	2.32062096976e-106
FEN1	4860.96657647	3.69980426799	0.176724868697	20.9353912399	2.54963363294e-97	2.40455947923e-93
AUNIP	522.65204879	4.68344932811	0.237036844093	19.7583179359	6.80343759335e-87	4.27754799619e-83
SPAG5	3299.85310509	3.22328590106	0.168014141714	19.1846107011	4.97654139709e-82	2.3466880958e-78
STIL	1653.49749758	3.85409080624	0.205183566011	18.7836232754	1.02818424212e-78	3.87872223497e-75
MCM2	12031.5003268	3.94962868136	0.213002303202	18.5426571544	9.34865238305e-77	2.93890468749e-73
PLK1	3333.34713254	3.67583901072	0.200316952953	18.3501144388	3.29417849042e-75	8.87639924091e-72
KPNA2	10611.8013352	3.26833610084	0.181296390887	18.0275850217	1.18349004194e-72	2.79037364638e-69
NDC80	1717.12141114	3.42944340388	0.192439250625	17.8209143547	4.86350293431e-71	1.01928213719e-67
LGI4	406.359904548	-6.08270425067	0.343807611656	-17.6921744733	4.81797784789e-70	9.08766981668e-67
TSPYL2	1790.82135418	-3.36557135623	0.195711179957	-17.1966228857	2.81465308523e-66	4.82636240851e-63
ECT2	5649.05757675	3.9630968414	0.23465155702	16.8892842295	5.39535738332e-64	8.48060258035e-61
OTX1	526.251279985	7.19013306065	0.434010300027	16.5667336932	1.21234808361e-61	1.75902381177e-58
CENPK	1060.60660407	4.11129998879	0.250195187063	16.4323704107	1.12186520397e-60	1.51147296267e-57
E2F1	2911.08891426	4.12713477346	0.251552997649	16.4066213165	1.71486881591e-60	2.15639037371e-57
TNS2	2424.38470405	-4.27392569973	0.263376410216	-16.2274430584	3.22621324298e-59	3.80330213682e-56
GPRIN1	912.149017334	4.59182683961	0.283078814844	16.2210190195	3.58202101579e-59	3.97435767058e-56
MIS18A	1502.38511894	2.6569331969	0.164537410182	16.1478972712	1.1749929254e-58	1.16645876626e-55
CENPN	1261.79876334	3.3072149653	0.204777681347	16.1502705937	1.13064615179e-58	1.16645876626e-55
PRC1	6028.45832583	3.39630451103	0.211358378521	16.0689371994	4.21246772416e-58	3.97277831065e-55
GPRASP1	352.136809987	-5.16833184775	0.321845257602	-16.0584371703	4.98965364022e-58	4.48165937913e-55
FAM72C	338.175107368	5.58882683803	0.356346974876	15.6836657305	1.95630739952e-55	1.67726682589e-52
WDHD1	1952.33977111	2.87552668514	0.183682471573	15.6548780105	3.07702698718e-55	2.52342969705e-52
TIMELESS	5733.26447271	2.5561462364	0.164975554991	15.494090846	3.80302342369e-54	2.9888594924e-51
EZH1	1723.3400788	-2.36634153247	0.154153294176	-15.3505738889	3.51066930745e-53	2.64872977909e-50
PCNA	15082.1570918	3.05292694872	0.199227347998	15.3238347014	5.29964580952e-53	3.84468920228e-50
CCNE1	937.976575471	3.71215835921	0.242805300988	15.2886215586	9.10571038351e-53	6.36118182421e-50
PARPBP	740.567143925	2.98015536804	0.199393511981	14.9460999931	1.6514156135e-50	1.11246433221e-47
C17orf53	773.955771428	3.09447768126	0.208794861319	14.8206601528	1.07720571857e-49	7.00629457367e-47
NETO2	2214.46683548	3.93384539487	0.265889678564	14.7950285852	1.57717324708e-49	9.91621392883e-47
NAALAD2	58.705651555	-4.45785018851	0.302424298225	-14.7403836751	3.54763524884e-49	2.15856438915e-46
STARD9	489.578208061	-4.12666387348	0.280321680837	-14.721172694	4.71413924439e-49	2.77869045086e-46
ADAM33	1311.41495567	-6.99115071887	0.476264885906	-14.679122744	8.77179492004e-49	5.01374532672e-46
MCM4	12422.6474966	2.62337943251	0.178883481234	14.6652972897	1.07545094625e-48	5.96622227886e-46
CDCA8	2364.42840047	3.02982513442	0.208658037274	14.5205292545	8.98141010045e-48	4.84021020899e-45
NUP210	7485.62244432	3.72304406062	0.257405604567	14.4637257098	2.05373310939e-47	1.07604205304e-44
DSN1	2492.11432224	2.52906632045	0.175141545193	14.4401279415	2.89304609312e-47	1.47482798401e-44
SMC4	10885.6245317	2.92929368492	0.203237987368	14.4131209075	4.27927991557e-47	2.12409941493e-44
BRI3BP	3033.22915479	2.73975858253	0.190614311594	14.3733099557	7.6105255569e-47	3.68076238601e-44
MCM6	6735.10659587	2.172240382	0.151788194012	14.310996953	1.86815868141e-46	8.80930226221e-44
LRR1	1000.6574783	2.28748447498	0.159915105979	14.3043676891	2.05497072218e-46	9.45386774679e-44
ZNF333	466.564845905	-2.48143672685	0.173680550824	-14.2873609916	2.62364690453e-46	1.17826733127e-43
KIF2C	3635.42008805	3.1247816664	0.218835135414	14.2791588768	2.9514216998e-46	1.2946445605e-43
CCNF	2187.86213377	3.05383834123	0.214069250852	14.2656562261	3.5820645313e-46	1.53556593612e-43
CHAF1A	3292.83127491	2.6079900237	0.183330955488	14.225584636	6.35708428364e-46	2.66460719462e-43
CDK1	4872.79485188	3.08825800825	0.217266631581	14.2141385715	7.48670247382e-46	3.06987352307e-43
CHEK1	1734.40811277	2.76279162523	0.194851747455	14.1789419973	1.23697410231e-45	4.96421393996e-43
MMP12	1865.57699856	9.38865529008	0.664356671034	14.1319500495	2.41366783045e-45	9.48470887875e-43
SPC25	648.142086802	3.22789892763	0.230128717778	14.0264933416	1.07328852484e-44	4.13150370521e-42
MCM5	10173.7238733	2.63376438753	0.187801447275	14.0241964359	1.10860709896e-44	4.18210942011e-42
UBE2T	1843.99434149	2.91071110196	0.20774563132	14.0109377196	1.33628821211e-44	4.94217024645e-42
NCAPH	1513.08523886	3.17890609737	0.226928406073	14.0084097552	1.38470952317e-44	5.02276750502e-42
BLM	896.500962517	3.02894264215	0.216728207638	13.9757656613	2.19144075256e-44	7.79904820279e-42
RAD54L	1382.80767255	3.1720960462	0.22770779719	13.930555235	4.13131284273e-44	1.44305227481e-41
LSR	13088.2077977	2.96143797825	0.212889107256	13.9107069235	5.45377335782e-44	1.87034678319e-41
STMN1	23563.8998896	3.29685994583	0.237307446776	13.8927791379	7.00631434116e-44	2.35337558275e-41
CCNA2	2834.53129783	2.82257211401	0.203183934029	13.8917091428	7.11178073465e-44	2.35337558275e-41
DTL	2453.89283876	3.27184196031	0.235591195101	13.8877938919	7.51133760838e-44	2.44273879258e-41
BRCA1	1805.31878552	2.56577120044	0.18510242391	13.8613592747	1.0859808037e-43	3.47182541005e-41
RACGAP1	3965.25608428	2.47105397552	0.178696135681	13.8282451722	1.72169492067e-43	5.41243493229e-41
EXO1	1093.79775704	3.27007849722	0.236914595008	13.8027735147	2.45232858347e-43	7.58292159694e-41
TRIP13	1848.99493369	3.45176757493	0.250150282636	13.7987754343	2.59218553479e-43	7.88609734794e-41
CACNB2	59.9569550207	-4.85376633297	0.351862328069	-13.7945041164	2.75037594702e-43	8.23453827185e-41
ORC1	1179.92430287	3.01512018786	0.218959265631	13.7702333773	3.84967533332e-43	1.13457150214e-40
WSB1	5057.48010326	-2.55705767761	0.186383712979	-13.7193193372	7.77922675655e-43	2.25741192434e-40
FAM72A	475.355529578	3.28355727508	0.239828035661	13.6912987092	1.14445268125e-42	3.27070704146e-40
CDC6	2744.02409707	2.93855649223	0.214676556037	13.6882971596	1.19271723779e-42	3.35776605061e-40
FANCI	4804.01512748	2.49376396435	0.182253750809	13.6829225916	1.28425267058e-42	3.56229027537e-40
FAM72B	394.789969948	3.53157014854	0.258242599801	13.6753972863	1.42427259542e-42	3.89342459346e-40
SKA3	943.67270777	3.22366586827	0.235848497531	13.6683756819	1.56857572913e-42	4.22663934326e-40
HMGB3	6473.55419974	3.77642711745	0.276352282374	13.6652648026	1.63707171343e-42	4.34907699418e-40
PRRT2	255.347170207	-5.25014598475	0.384580925964	-13.6516026415	1.97487015838e-42	5.17361123992e-40
BUB1	1969.26709181	3.15217902795	0.230946299446	13.6489696328	2.0475313512e-42	5.290484431e-40
FHL5	71.5904486082	-6.53710463069	0.479337638678	-13.6377870278	2.38694526511e-42	6.00300821207e-40
XRCC2	513.534132124	3.16307068907	0.231932116998	13.6379158264	2.38273392064e-42	6.00300821207e-40
CCNB1	5590.31479101	2.97599579072	0.218260810205	13.6350441838	2.47840699104e-42	6.15101482435e-40
CHAF1B	1789.34107996	2.89916263135	0.21271370458	13.6294115937	2.67730211105e-42	6.55834706735e-40
NCAPG	2152.51493288	3.2290621447	0.237425667966	13.6003077189	3.9875219568e-42	9.64264604477e-40
CLCN6	831.626217263	-2.12182513062	0.156197819338	-13.5842173701	4.96814000699e-42	1.18619059256e-39
KIFC1	3979.70881414	3.18397670677	0.234840181612	13.5580575901	7.0991191664e-42	1.67379482146e-39
NDC1	3259.94912837	2.07225257974	0.15299928956	13.5441973993	8.57459608159e-42	1.99671643569e-39
CDCA5	3147.95876616	3.19072565822	0.235695731357	13.5374774921	9.39603749356e-42	2.16131779516e-39
CDC7	1546.49690145	2.51872407421	0.186259915987	13.5226307865	1.14988890579e-41	2.61315717361e-39
AURKA	2147.03603654	3.03848186628	0.224904761311	13.5100824392	1.36368658535e-41	3.06212575868e-39
GINS1	2047.45069447	3.05655282524	0.226377742061	13.5020024381	1.52182832842e-41	3.37702658008e-39
DHFR	4601.72115178	2.70616669119	0.201030832808	13.4614509296	2.63686966201e-41	5.78332971684e-39
LMNB1	6567.12252524	3.01722791209	0.224174119426	13.4593052928	2.71456373679e-41	5.8852989889e-39
KIF4A	2427.6757218	3.25561912019	0.242525497529	13.4238220449	4.38501462681e-41	9.29327481921e-39
RAD51	1162.19523535	3.12049464357	0.232456457646	13.4239963698	4.37470896418e-41	9.29327481921e-39
FANCA	2442.27635272	2.95570586539	0.220350753703	13.4136408236	5.0307172339e-41	1.05432653851e-38
SGO1	566.763633433	3.30350416549	0.246664735	13.3926893339	6.6720361144e-41	1.38294445264e-38
SGO2	939.034247272	2.79303941127	0.209545124421	13.3290594042	1.56862898115e-40	3.21603041766e-38
MINOS1-NBL1	257.972568163	3.30622107824	0.248211424198	13.3201809261	1.76678823889e-40	3.58335051204e-38
CCNB2	3010.99243486	3.05725607489	0.229700769744	13.3097336952	2.03204726407e-40	4.07749739308e-38
RCC2	18499.3328782	2.1840863697	0.164281207283	13.2948035008	2.48124210555e-40	4.92644090472e-38
KANK2	4034.23861874	-3.37690258094	0.254312039649	-13.2785792824	3.08185934317e-40	6.05521155529e-38
ARHGAP11A	2307.31275428	2.90319416658	0.21878536111	13.2695997203	3.47431595689e-40	6.75593274009e-38
PXK	722.383069479	-2.74183982076	0.206918929247	-13.2507926207	4.46462874114e-40	8.59304360361e-38
FAM72D	354.773592398	3.73434139846	0.282030884066	13.2408952687	5.09379820954e-40	9.70497190185e-38
ORC6	1046.20404397	2.84249372595	0.214776156953	13.2346800794	5.53318396071e-40	1.04366915867e-37
CENPA	936.9169076	3.28339846997	0.248544060194	13.2105288189	7.62865970492e-40	1.42467108271e-37
ADCY4	416.383366955	-4.14951467793	0.314301574777	-13.2023349895	8.50570353513e-40	1.57288804e-37
KIF22	6206.27319622	2.46425619188	0.186903588717	13.1846381805	1.07568837304e-39	1.96986738761e-37
KIF11	3635.92186342	3.07741719992	0.233521405471	13.1783088309	1.16983855721e-39	2.10801944072e-37
CENPL	654.121941793	2.14379158326	0.162678669406	13.1780742434	1.17348129188e-39	2.10801944072e-37
KCNAB1	103.365945805	-4.04807967023	0.307561906153	-13.1618369806	1.45504656518e-39	2.58915927476e-37
C10orf35	558.9283683	2.92213917036	0.22204950866	13.1598542505	1.49373735445e-39	2.63316579249e-37
TRIAP1	1812.05651889	1.78719369117	0.135828350178	13.1577368704	1.53618573064e-39	2.68291993069e-37
ANGPT4	26.6498118284	-6.77047174662	0.515324630441	-13.1382653704	1.98730239568e-39	3.43894475113e-37
BRCA2	870.092659897	2.96503182192	0.226601438167	13.0847881898	4.0227998562e-39	6.8647907747e-37
CKS2	3245.48187759	3.06447616913	0.234207178878	13.0844672816	4.03982491778e-39	6.8647907747e-37
ABRACL	2140.32727013	3.15890780462	0.2418560803	13.0611055993	5.49242767753e-39	9.24983668336e-37
RNASEH2A	4015.48929704	3.12029396103	0.239383425178	13.0347118173	7.76598855781e-39	1.29630155909e-36
BRIP1	1194.80430144	3.07963819713	0.236302651661	13.0326010964	7.98387800853e-39	1.32098164032e-36
PMEL	397.896211434	-4.74127550529	0.364010444467	-13.0251084203	8.80758910465e-39	1.43427153732e-36
MAD2L1	2197.54666483	2.86712303883	0.220124691808	13.0249951302	8.8206711022e-39	1.43427153732e-36
ZWINT	4450.99873343	3.13185615673	0.240594728121	13.0171437304	9.77597301594e-39	1.57602053869e-36
TTK	1489.97660445	3.22476517222	0.248141602778	12.9956651207	1.29477178285e-38	2.06965977696e-36
TROAP	2101.66910139	3.0917812356	0.238617458557	12.957062129	2.14298871503e-38	3.39672715486e-36
RAD51AP1	1114.10046636	2.97415481916	0.229714009754	12.9472069306	2.43658967517e-38	3.82991287108e-36
CENPF	6898.80919878	3.20439260324	0.24807346753	12.9171113507	3.60420195208e-38	5.57233255903e-36
VEGFD	60.4492573258	-6.29621046603	0.487419679487	-12.9174317965	3.58922596295e-38	5.57233255903e-36
NEK2	1886.72144644	3.29757887779	0.255388298771	12.9120202204	3.85064141312e-38	5.90494295401e-36
UBAP1L	167.611749586	-3.60671564214	0.279374519539	-12.9099663351	3.95473921506e-38	6.01566863504e-36
ZIC2	791.871448665	8.74200998057	0.677421004439	12.9048404512	4.22690061748e-38	6.37822395575e-36
NUSAP1	5547.43850938	3.16409511383	0.245502292416	12.8882507886	5.24192968942e-38	7.84708553983e-36
CIP2A	1196.56959961	2.80687755888	0.218173794449	12.8653286064	7.05412870475e-38	1.04767697346e-35
KIF23	2587.3516094	2.83952461439	0.220824529548	12.8587372979	7.68213228896e-38	1.13203421277e-35
POC1A	1118.40686938	3.33452860405	0.259622262343	12.8437699216	9.32219081903e-38	1.36306328084e-35
CDC25C	635.229526758	3.35221485791	0.261652754321	12.8116933705	1.4102302931e-37	2.03051631973e-35
CKAP2	2960.16007991	2.82423102301	0.220431650187	12.8122754632	1.3996894081e-37	2.03051631973e-35
MCM10	1057.72206715	3.31004358234	0.258439112164	12.8078275561	1.48226510214e-37	2.11806699671e-35
NUF2	1548.27006527	3.17819903926	0.248230234603	12.8034324438	1.56861446985e-37	2.22460196468e-35
KIF18A	734.961358067	3.02732639371	0.236478750932	12.8016846409	1.60432639665e-37	2.25826899206e-35
OIP5	626.070389286	3.12192955253	0.244019917784	12.793748891	1.77691052832e-37	2.48267306556e-35
TPX2	7487.44335742	3.29556455084	0.25765235976	12.7907408025	1.84704813607e-37	2.56169278989e-35
POU6F1	311.573952964	-3.39206599482	0.265393210185	-12.7812840142	2.08597049346e-37	2.8719398137e-35
DEPDC1B	828.231828824	3.12642110059	0.244736877952	12.7746219808	2.27249087421e-37	3.10606687459e-35
RFC4	3755.69143901	2.78966634632	0.218584135816	12.7624373833	2.6575345491e-37	3.60621702627e-35
NCAPG2	3008.7746646	2.45007649335	0.19200629711	12.7603965611	2.72808699472e-37	3.67551263532e-35
CDC45	1727.35394247	3.33221231701	0.261193510283	12.7576382484	2.82641068328e-37	3.78097576653e-35
CDKN3	1208.81008229	3.14507198023	0.246579308697	12.7548089775	2.93092349326e-37	3.89317457252e-35
ATAD2	5348.11677083	2.64255523539	0.207404849958	12.7410484178	3.4966407924e-37	4.61214256128e-35
SMC1B	870.519571731	6.8772432368	0.540061063234	12.7341956401	3.81760165115e-37	5.00052794056e-35
KIF18B	1828.00333572	3.24503660921	0.25498963563	12.7261510108	4.23192205165e-37	5.50500094747e-35
